Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
The Lord of the Rings: The Return of the King, (2003),"$381,878,219","$755,990,678","$94,000,000",3 hr 21 min,PG-13,Adventure;Drama;Fantasy
King of Kings, (2019),,,,2 hr 2 min,,Action
The King of Kong: A Fistful of Quarters, (2007),"$677,914","$112,214",,1 hr 19 min,PG-13,Biography;Documentary;Sport
The King of Marvin Gardens, (1972),,,,1 hr 43 min,,Drama
The King of Masks, (1995),"$1,113,103",,,1 hr 31 min,,Drama
The King of Pigs, (2011),"$124,068","$124,068",,1 hr 37 min,,Animation;Drama;Thriller
Warriors of the Steppe: Myn Bala, (2012),"$2,172","$2,172",,2 hr 12 min,,Action;Adventure;Drama;History;War
The House on Pine Street, (2015),"$106,745","$106,745",,1 hr 51 min,,Drama;Horror;Mystery;Thriller
King of the Mountain, (1981),"$1,791,147",,,1 hr 30 min,,Action;Adventure;Drama;Sport
The Pleasures of Being Out of Step, (2013),"$13,137",,,1 hr 27 min,,Biography;Documentary;History;Music
The King's Man, (2021),"$37,176,373","$88,721,105",,2 hr 11 min,R,Action;Adventure;Thriller
The King's Case Note, (2017),"$90,959","$11,292,534",,1 hr 54 min,,Comedy;Mystery
The King's Choice, (2016),"$113,231","$9,904,085",,2 hr 13 min,,Biography;Drama;History;War
The Emperor's New Clothes, (2001),"$661,903","$574,279",,1 hr 48 min,PG,Comedy;Drama;Romance
The King's Speech, (2010),"$138,797,449","$333,290,861","$15,000,000",1 hr 58 min,R,Biography;Drama;History
The Kings of Summer, (2013),"$1,315,590","$186,005",,1 hr 35 min,R,Adventure;Comedy;Drama
The Book Thief, (2013),"$21,488,481","$55,097,835",,2 hr 11 min,PG-13,Drama;War
Kiss the Girls, (1997),"$60,527,873",,"$27,000,000",1 hr 55 min,R,Crime;Drama;Mystery;Thriller
Kingsman: The Secret Service, (2014),"$128,261,724","$286,089,822","$81,000,000",2 hr 9 min,R,Action;Adventure;Comedy;Thriller
Oculus, (2013),"$27,695,246","$16,764,705","$5,000,000",1 hr 44 min,R,Horror;Mystery;Thriller
The Kiss of Evil, (2011),"$2,587,512","$2,587,512",,1 hr 34 min,,Crime;Drama;Mystery;Thriller
The Bandit, (1996),"$39,586","$39,586",,2 hr 8 min,,Crime;Drama;Thriller
Queen of the Damned, (2002),"$30,336,800","$15,142,310","$35,000,000",1 hr 41 min,R,Drama;Fantasy;Horror
The Kitchen, (2019),"$12,180,032","$3,800,000","$38,000,000",1 hr 42 min,R,Action;Crime;Drama
The Kitchen Toto, (1987),"$101,807",,,1 hr 36 min,,Drama
The Tunnel, (2011),"$1,532",,"$135,000",1 hr 34 min,,Horror;Mystery;Thriller
The Kite Runner, (2007),"$15,800,078","$59,210,951",,2 hr 8 min,PG-13,Drama
Fire in the Sky, (1993),"$19,885,552",,,1 hr 49 min,PG-13,Biography;Drama;Fantasy;Mystery;Sci-Fi
The Seal: Number 10 from the Street, (2020),"$912,491","$912,491",,1 hr 40 min,,Comedy;Drama
The Kiyosu Conference, (2013),"$28,338,665","$28,338,665",,2 hr 18 min,,Comedy;History
The Heart and How to Use It, (2021),"$79,055","$79,055",,1 hr 33 min,,Comedy
The Adventures of Buckaroo Banzai Across the 8th Dimension, (1984),"$6,254,148",$473,,1 hr 43 min,,Adventure;Comedy;Sci-Fi
Kaththi, (2014),"$674,359","$674,359",,2 hr 46 min,,Action;Drama
The Party, (1968),"$10,786","$10,786",,1 hr 39 min,,Comedy;Romance
The Lines That Define Me, (2022),"$2,500,365","$2,500,365",,1 hr 47 min,,Drama
The Knight of Shadows: Between Yin and Yang, (2019),"$22,936,257","$22,936,257",,1 hr 49 min,,Action;Adventure;Family;Fantasy;Romance;War
The Last Ottoman: Knockout Ali, (2007),"$5,803,454","$5,803,454",,2 hr 6 min,,Action;Comedy;Drama;History;War
The Knot, (2012),"$51,594","$51,594",,1 hr 32 min,,Comedy;Romance
The Dark Knight, (2008),"$534,987,076","$474,016,819","$185,000,000",2 hr 32 min,PG-13,Action;Crime;Drama;Thriller
The Komediant, (2000),"$119,506",,,1 hr 20 min,,Biography;Documentary;History;Music
The Jungle Book, (2016),"$364,001,123","$603,723,652","$175,000,000",1 hr 46 min,PG,Action;Adventure;Animation;Drama;Family;Fantasy;Musical
The Krays, (1990),"$2,060,847",,,2 hr,,Biography;Crime;Drama
The Letter, (1940),"$16,455","$16,455",,1 hr 35 min,,Crime;Drama;Film-Noir;Mystery;Romance
Quale amore, (2006),"$727,282","$727,282",,1 hr 37 min,,Drama
The Karate Kid, (2010),"$176,591,618","$182,534,404","$40,000,000",2 hr 20 min,PG,Action;Drama;Family;Sport
The L-Shaped Room, (1962),$161,$161,,2 hr 6 min,,Drama;Romance
The Peacemaker, (1997),"$41,263,140","$69,200,000","$50,000,000",2 hr 4 min,R,Action;Drama;Thriller
The Lady, (2011),"$355,391","$7,476,751",,2 hr 12 min,R,Biography;Drama;History;Romance
The Lady and the Duke, (2001),"$331,051","$797,086",,2 hr 9 min,PG-13,Drama;History;Romance;War
Lady and the Tramp, (1955),"$93,602,326","$331,068","$4,000,000",1 hr 16 min,G,Adventure;Animation;Comedy;Family;Musical;Romance
The Lady Eve, (1941),"$13,328","$13,328",,1 hr 34 min,,Comedy;Romance
The Lady from Shanghai, (1947),"$1,396",,,1 hr 27 min,,Crime;Drama;Film-Noir;Mystery;Thriller
Lady in the Water, (2006),"$42,285,169","$30,500,000","$70,000,000",1 hr 50 min,PG-13,Drama;Fantasy;Mystery;Thriller
The Lady in the Car with Glasses and a Gun, (2015),"$2,167","$337,294",,1 hr 33 min,,Crime;Drama;Mystery;Thriller
The Lady in the Van, (2015),"$10,021,175","$31,366,512",,1 hr 44 min,PG-13,Biography;Comedy;Drama
The Lady Iron Chef, (2007),"$213,067","$213,067",,1 hr 40 min,,Comedy
The Square, (2017),"$1,502,347","$7,085,683",,2 hr 31 min,R,Comedy;Drama
Lady in White, (1988),"$1,705,139",,,1 hr 53 min,PG-13,Fantasy;Horror;Mystery;Thriller
The Lady of Heaven, (2021),"$291,597","$224,278",,2 hr 21 min,R,Action;Drama;History
Descendants: The Rise of Red, (2024),,,,1 hr 31 min,,Action;Adventure;Family;Fantasy;Music;Musical
The Outlaw, (2010),"$5,207,679","$5,207,679",,1 hr 46 min,,Biography;Drama;History
Bolshoi Ballet: The Lady of the Camellias, (2015),"$159,155","$159,155",,3 hr 5 min,,
No Rest for the Old Lady, (2021),"$2,044","$2,044",,1 hr 39 min,,Drama
The Lady Shogun and Her Men, (2010),"$34,597,898","$34,597,898",,1 hr 56 min,,Drama;Sci-Fi
A Lady Takes a Chance, (1943),,,,1 hr 26 min,,Comedy;Romance;Western
The Lady Vanishes, (1938),"$40,010","$40,010",,1 hr 36 min,,Mystery;Thriller
The Woman with the Rubber Gloves, (2023),"$2,116","$2,116",,1 hr 33 min,,Drama
The Outing, (1987),"$1,083,395",,,1 hr 27 min,,Horror
The Lake, (2022),"$248,778","$248,778",,1 hr 44 min,,Horror;Sci-Fi;Thriller
The Star, (2017),"$40,896,334","$22,684,763","$20,000,000",1 hr 26 min,PG,Adventure;Animation;Comedy;Family;Fantasy
The Lamb, (2019),"$6,335","$6,335",,1 hr 38 min,,Drama
The Walk, (2015),"$10,137,502","$51,044,440","$35,000,000",2 hr 3 min,PG,Adventure;Biography;Drama
The Devil Wears Prada, (2006),"$124,740,460","$201,965,655","$35,000,000",1 hr 49 min,PG-13,Comedy;Drama
Time Still Turns the Pages, (2023),"$3,501,325","$3,501,325",,1 hr 35 min,,Drama
The Promised Land, (2023),"$257,749","$1,988,931",,2 hr 7 min,R,Action;Biography;Drama;History
The Land Before Time, (1988),"$48,336,291","$36,368,000",,1 hr 9 min,,Adventure;Animation;Drama;Family
The Land Before Time XII: The Great Day of the Flyers, (2006),,,,1 hr 17 min,,Adventure;Animation;Comedy;Drama;Family;Musical
The Land Girls, (1998),"$238,497",,,1 hr 51 min,R,Drama;Romance;War
Diana Vreeland: The Eye Has to Travel, (2011),"$1,017,579","$703,893",,1 hr 26 min,PG-13,Biography;Documentary
Land of the Lost, (2009),"$49,438,370","$19,339,184","$100,000,000",1 hr 42 min,PG-13,Action;Adventure;Comedy;Sci-Fi
The Settlers, (2023),"$46,035","$67,431",,1 hr 37 min,,Crime;Drama;History;Western
The Unknown, (1927),"$4,841","$4,841",,1 hr 8 min,,Drama;Horror;Romance;Thriller
The Notorious Landlady, (1962),"$11,040","$11,040",,2 hr 3 min,,Comedy;Mystery
The Landlords, (2012),"$203,758","$203,758",,1 hr 30 min,,Drama
The Daughter, (2015),"$26,376","$1,479,058",,1 hr 36 min,,Drama
Raise the Red Lantern, (1991),"$2,603,061",,,2 hr 5 min,,Drama;Romance
The Man from Laramie, (1955),"$5,957","$5,957",,1 hr 43 min,,Drama;Western
The Serpent and the Rainbow, (1988),"$19,595,031",,,1 hr 38 min,,Fantasy;Horror
The Lark Farm, (2007),"$1,563,640","$1,563,640",,2 hr 2 min,,Drama;History
Army of the Dead, (2021),,,,2 hr 28 min,R,Action;Crime;Drama;Horror;Sci-Fi;Thriller;War
The Family Man, (2000),"$75,793,305","$48,951,778","$60,000,000",2 hr 5 min,PG-13,Comedy;Drama;Fantasy;Romance
Venom: The Last Dance, (2024),"$138,213,700","$330,300,000",,1 hr 50 min,PG-13,Action;Adventure;Sci-Fi;Thriller
The Last Letter from Your Lover, (2021),"$1,451,974","$1,451,974",,1 hr 50 min,,Drama;Romance
The Last: Naruto the Movie, (2014),"$524,451","$2,424,734",,1 hr 52 min,,Action;Adventure;Animation;Drama;Romance
The Last 10 Years, (2022),"$26,729,106","$26,729,106",,2 hr 4 min,,Drama;Romance
The Adventurers, (2017),"$216,556","$36,581,591",,2 hr 20 min,,Action;Adventure;Crime;Drama
The Last American Hero, (1973),,,,1 hr 35 min,,Drama;Sport
The Last American Virgin, (1982),"$5,829,781",,,1 hr 32 min,,Comedy;Drama;Romance
The Last of the Mohicans, (1992),"$75,505,856",,"$40,000,000",1 hr 52 min,R,Action;Adventure;Drama;Romance;War;Western
The Last Man, (2019),"$12,047","$12,047",,1 hr 40 min,R,Action;Drama;Mystery;Sci-Fi;Thriller
Puss in Boots: The Last Wish, (2022),"$186,090,535","$295,667,128",,1 hr 42 min,PG,Action;Adventure;Animation;Comedy;Family;Fantasy
The Last Big Thing, (1996),"$22,731",,,1 hr 38 min,R,Comedy;Drama
The Billionaire, (2011),"$1,385,882","$1,385,882",,2 hr 11 min,,Biography;Drama
The Bohemian, (2022),"$1,297,907","$1,297,907",,2 hr 23 min,,Biography;Drama;History;Music
The Weakness of the Bolshevik, (2003),"$275,792","$275,792",,1 hr 35 min,,Drama
The Last Boy Scout, (1991),"$59,509,925",,,1 hr 45 min,R,Action;Comedy;Crime;Thriller
The Last Breath, (2024),"$3,214","$272,050",,1 hr 36 min,R,Horror;Thriller
Aftermath, (2024),"$43,952","$43,952",,1 hr 37 min,,Action;Thriller
The Last Broadcast, (1998),"$12,097",,,1 hr 26 min,,Horror;Mystery
The Great Debaters, (2007),"$30,236,407","$35,149",,2 hr 6 min,PG-13,Biography;Drama;Romance
Last Chance Harvey, (2008),"$14,889,042","$17,679,385",,1 hr 33 min,PG-13,Drama;Romance
The Chase, (1994),"$7,924,955",,,1 hr 37 min,PG-13,Action;Adventure;Comedy;Crime;Romance;Thriller
The Last Circus, (2010),"$40,548","$3,564,050",,1 hr 47 min,R,Comedy;Drama;Horror;War
The Command, (2018),"$6,821,775","$6,821,775",,1 hr 57 min,PG-13,Action;Adventure;Drama;History;Thriller
Labor Day, (2013),"$13,371,528","$6,904,284","$18,000,000",1 hr 51 min,PG-13,Drama;Romance;Thriller
The Last Days, (2013),"$4,343,816","$4,343,816",,1 hr 40 min,,Horror;Sci-Fi;Thriller
The Last Days of Chez Nous, (1992),"$831,578",,,1 hr 33 min,R,Comedy;Drama;Romance
The Last Days of Disco, (1998),"$3,020,601",,,1 hr 53 min,R,Comedy;Drama;Music;Romance
The Last Days on Mars, (2013),"$24,084","$163,107",,1 hr 38 min,R,Adventure;Horror;Sci-Fi;Thriller
Mishima: The Last Debate, (2020),"$1,229,264","$1,229,264",,1 hr 48 min,,Documentary
The Last Detail, (1973),,,,1 hr 44 min,,Comedy;Drama
The Good Dinosaur, (2015),"$123,087,120","$209,120,551",,1 hr 33 min,PG,Action;Adventure;Animation;Comedy;Drama;Family;Fantasy
The Last Dispatch, (2005),"$20,684",,,1 hr 21 min,,Biography;Documentary;Music
The Last Dragon, (1985),"$25,754,284",$749,,1 hr 49 min,,Action;Comedy;Drama;Music;Sport
The Drop, (2014),"$10,724,389","$7,933,992","$12,600,000",1 hr 46 min,R,Crime;Drama;Mystery;Thriller
The Shape of Water, (2017),"$63,859,435","$131,384,029",,2 hr 3 min,R,Drama;Fantasy;Romance;Sci-Fi
The Last Duel, (2021),"$10,853,945","$19,698,166",,2 hr 32 min,R,Drama;History;Thriller
The Last Emperor, (1987),"$43,984,230","$9,639",,2 hr 43 min,,Biography;Drama;History
The Last Exorcism Part II, (2013),"$15,179,302","$9,872,563","$5,000,000",1 hr 28 min,PG-13,Horror;Thriller
The Last Film Festival, (2016),"$3,558",,,1 hr 30 min,R,Comedy
The Last Five Years, (2014),"$145,427","$146,665",,1 hr 34 min,PG-13,Comedy;Drama;Musical;Romance
The Last Flight, (2009),"$3,030,612","$3,030,612",,1 hr 38 min,,Adventure;Drama;Romance
Flight from Hell, (2014),"$5,410,000","$5,410,000",,1 hr 26 min,,Action;Horror;Thriller
The Last Flight of Noah's Ark, (1980),"$11,000,000",,,1 hr 37 min,,Adventure;Family
The Last Frontier, (2020),"$32,918","$32,918",,2 hr 16 min,,Action;Drama;War
The Last Full Measure, (2019),"$2,949,212","$415,214",,1 hr 56 min,R,Drama;War
The Gangster, (2012),"$909,528","$909,528",,1 hr 54 min,R,Action;Crime;Drama;History;Thriller
The Last Godfather, (2010),"$164,247","$16,699,382","$13,400,000",1 hr 40 min,PG-13,Comedy;Crime;Romance
The Last Time, (2006),"$655,968","$655,968",,1 hr 36 min,,Comedy;Drama;Thriller
The Great Spy Chase, (1964),,,,1 hr 49 min,,Action;Comedy;Thriller
Squanto: A Warrior's Tale, (1994),"$3,342,223",,,1 hr 42 min,PG,Adventure;Biography;Drama;Family
The Last Place on Earth, (2002),"$6,505",,,1 hr 28 min,PG-13,Comedy;Drama
X-Men: The Last Stand, (2006),"$234,362,462","$226,072,829","$210,000,000",1 hr 44 min,PG-13,Action;Adventure;Sci-Fi
Halloween: Resurrection, (2002),"$30,354,442","$7,310,413","$13,000,000",1 hr 30 min,R,Horror;Thriller
The Last Movie Star, (2017),"$14,410",,,1 hr 34 min,R,Drama
The Last House in the Woods, (2006),"$2,186","$2,186",,1 hr 25 min,,Horror;Thriller
The Last House on the Left, (2009),"$32,752,215","$13,243,008",,1 hr 53 min,R,Horror;Thriller
The Hunt, (2020),"$5,812,500","$4,737,850","$14,000,000",1 hr 30 min,R,Action;Horror;Thriller
The Last Witch Hunter, (2015),"$27,367,660","$119,569,250","$90,000,000",1 hr 46 min,PG-13,Action;Adventure;Fantasy
The Last Hurrah, (1958),,,,2 hr 1 min,,Drama
The Grand Illusion, (1937),"$20,356","$20,356",,1 hr 53 min,,Drama;War
The Last Journey, (2024),"$267,972","$267,972",,1 hr 30 min,,Documentary
The Judgement, (2021),"$658,740","$658,740",,2 hr 10 min,,Biography;Crime;Drama;Thriller
The Last King, (2016),"$8,905","$3,696,713",,1 hr 39 min,R,Action;Drama;History;War
The Last Kiss, (2006),"$11,614,790","$4,237,611","$20,000,000",1 hr 55 min,R,Comedy;Drama;Romance
The Last Lear, (2007),"$341,388","$341,388",,2 hr 10 min,,Drama
The Ottoman Lieutenant, (2017),"$240,978","$172,866",,1 hr 46 min,R,Drama;History;War
The Lion King, (1994),"$424,979,720","$556,489,676","$45,000,000",1 hr 28 min,G,Adventure;Animation;Drama;Family;Fantasy;Musical
The Last Lions, (2011),"$635,325",,,1 hr 28 min,PG,Documentary;Family
The Lullaby, (2017),"$242,997","$242,997",,1 hr 26 min,,Horror
The Last Man on Earth, (2011),"$159,846","$159,846",,1 hr 40 min,,Drama;Sci-Fi
Man on the Moon, (1999),"$34,607,430","$12,827,000","$82,000,000",1 hr 58 min,R,Biography;Comedy;Drama
The Saragossa Manuscript, (1965),"$13,377","$13,377",,3 hr 2 min,,Adventure;Comedy;Drama;Fantasy;History;Horror;Mystery
The Last Married Couple in America, (1980),"$12,835,544",,,1 hr 43 min,,Comedy
The Meeting, (2018),"$5,594","$5,594",,1 hr 36 min,,Drama
The Last Message, (2012),"$8,736,200","$8,736,200",,2 hr 9 min,,Drama
The Last Metro, (1980),"$3,007,945",,,2 hr 12 min,,Drama;Romance;War
Last Mile, (2024),"$37,164,152","$37,164,152",,2 hr 8 min,,Drama
The Last Mimzy, (2007),"$21,471,047","$5,837,871",,1 hr 30 min,PG,Action;Adventure;Drama;Family;Fantasy;Sci-Fi
Christmas with the Kranks, (2004),"$73,780,539","$22,812,479","$60,000,000",1 hr 39 min,PG,Comedy;Family
3 Days to Kill, (2014),"$30,697,999","$22,562,231","$28,000,000",1 hr 57 min,PG-13,Action;Drama;Thriller
The Last Mistress, (2007),"$785,671","$1,045,906","$6,000,000",1 hr 49 min,,Drama;Romance
The Last Mitterrand, (2005),"$3,979,988","$3,979,988",,1 hr 56 min,,Biography;Drama
The Last Mountain, (2011),"$122,961",,,1 hr 35 min,PG,Documentary
Flame of Barbary Coast, (1945),,,,1 hr 31 min,,Drama;Musical;Romance;Western
The Last of England, (1987),$630,$630,,1 hr 32 min,,Drama;Fantasy
The Last of Sheila, (1973),$535,$535,,2 hr,,Crime;Drama;Mystery;Thriller
The Last of the High Kings, (1996),"$7,682",,,1 hr 43 min,R,Comedy;Drama
The Last of the Finest, (1990),"$1,531,489",,,1 hr 46 min,,Action;Crime;Drama
The Outpost, (2019),"$186,635","$2,140,701",,2 hr 3 min,R,Action;Drama;History;War
The Last Picture Show, (1971),"$29,133,000","$13,131",,1 hr 58 min,R,Drama;Romance
The Post, (2017),"$81,903,458","$111,861,206","$50,000,000",1 hr 56 min,PG-13,Biography;Drama;History;Thriller;War
The Last Princess, (2016),"$29,259","$4,105,996",,2 hr 7 min,,Action;Biography;Drama;History
The Relic, (1997),"$33,956,608",,,1 hr 50 min,R,Horror;Mystery;Sci-Fi;Thriller
The Last Ride, (2011),"$27,000",,,1 hr 42 min,PG-13,Biography;Drama;Music
Finders Keepers, (1984),"$1,467,396",,,1 hr 36 min,,Comedy
The Last Ride of the Wolves, (2022),"$17,261","$17,261",,1 hr 21 min,,Drama
The Round Up, (2010),"$25,623,521","$25,623,521",,1 hr 55 min,,Drama;History;War
The Last Seduction, (1994),"$5,842,603",,,1 hr 50 min,R,Crime;Drama;Romance;Thriller
The Last Sentence, (2012),"$62,506","$265,499",,2 hr 6 min,,Biography;Drama
Last Sentinel, (2023),"$143,704","$143,704",,1 hr 57 min,,Drama;Horror;Mystery;Sci-Fi;Thriller
Karadedeler Olayi, (2011),"$355,745","$355,745",,1 hr 18 min,,Horror;Thriller
The Last Shot, (2004),"$464,275","$77,055",,1 hr 33 min,R,Comedy;Romance
The Never List, (2020),,,,1 hr 42 min,R,Drama
The Last Sin Eater, (2007),"$388,390",,"$2,200,000",1 hr 57 min,PG-13,Drama
The Snows of Kilimanjaro, (1952),"$16,620","$16,620",,1 hr 54 min,,Adventure;Drama;Romance;War
Molière's Last Stage, (2024),"$331,962","$331,962",,1 hr 34 min,,Comedy;Drama
The Last Starfighter, (1984),"$28,733,290",,,1 hr 40 min,,Action;Adventure;Sci-Fi
The Last Station, (2009),"$6,617,867","$13,936,453","$18,000,000",1 hr 52 min,R,Biography;Drama;Romance
The Old Gun, (1975),"$2,225","$2,225",,1 hr 43 min,,Drama;Thriller;War
The Last Suit, (2017),"$73,548","$534,661",,1 hr 31 min,,Drama
I Know What You Did Last Summer, (1997),"$72,586,134","$53,000,000",,1 hr 41 min,R,Horror;Mystery
The Last Supper, (1995),"$459,749",,,1 hr 32 min,R,Comedy;Crime;Drama;Thriller
The Tempest, (2010),"$277,943","$127,918","$20,000,000",1 hr 50 min,PG-13,Comedy;Drama;Fantasy;Romance
Arn: The Knight Templar, (2007),"$21,287,566","$21,287,566",,2 hr 19 min,,Action;Drama;Romance;War
The Last Temptation of Christ, (1988),"$8,373,585","$492,117",,2 hr 44 min,,Drama
The Last Thakur, (2008),$578,$578,,1 hr 21 min,,Action;Drama
The Last Time I Committed Suicide, (1997),"$46,362",,"$4,000,000",1 hr 32 min,R,Biography;Drama;Romance
The Last Time I Saw Paris, (1954),"$14,603","$14,603",,1 hr 56 min,,Drama;Romance
The Last Shot in the Bar, (2017),"$5,589,299","$5,589,299",,2 hr 2 min,,Crime;Drama;Mystery
The Last Train, (2006),"$427,456","$427,456",,2 hr 3 min,,Drama;War
The Last Trapper, (2004),"$15,255,912","$15,255,912",,1 hr 34 min,,Adventure;Documentary;Drama;Family
Trick the Movie: Last Stage, (2014),"$16,518,606","$16,518,606",,,,Comedy;Mystery
The Last Tycoon, (1976),"$1,819,912",,,2 hr 3 min,,Drama;Romance
The Last Unicorn, (1982),"$6,455,330",,,1 hr 32 min,,Adventure;Animation;Drama;Family;Fantasy
The Last Voyage of the Demeter, (2023),"$13,637,180","$8,149,095",,1 hr 58 min,R,Fantasy;Horror;Thriller
The War Wagon, (1967),,,,1 hr 41 min,,Drama;Western
The Last Waltz, (1978),"$322,313","$18,833",,1 hr 57 min,,Biography;Documentary;Music
The Warning, (2018),"$728,729","$728,729",,1 hr 32 min,,Crime;Drama;Fantasy;Mystery;Thriller
The Last Warrior, (2017),"$30,700,192","$30,700,192",,1 hr 54 min,,Action;Adventure;Comedy;Family;Fantasy;Thriller
The Last Warrior: A Messenger of Darkness, (2021),"$27,190,324","$27,190,324",,1 hr 48 min,,Adventure;Comedy;Fantasy
The Last Warrior: Root of Evil, (2021),"$28,357,398","$28,357,398",,2 hr 1 min,,Adventure;Comedy;Family;Fantasy
The Last Wave, (1977),$957,$425,,1 hr 46 min,,Drama;Fantasy;Mystery;Thriller
The Last White Witch, (2019),"$4,540,085","$4,540,085",,1 hr 37 min,,Comedy;Drama;Fantasy;Romance
The Last Will Be the Last, (2015),"$2,669,776","$2,669,776",,1 hr 43 min,,Drama
The Last Winter, (2006),"$33,190","$64,332",,1 hr 41 min,,Horror;Mystery;Thriller
The Last Witness, (2018),"$3,058","$3,058",,1 hr 37 min,,Crime;Drama;History;Mystery;Thriller
The Last Women Standing, (2015),"$163,406","$6,150,421",,1 hr 36 min,,Romance
The Last Word, (2008),"$8,298","$8,298",,1 hr 30 min,R,Drama;Romance
Late Shift, (2016),"$9,055","$9,055",,1 hr 30 min,,Crime;Thriller
The Late Show, (1977),,,,1 hr 33 min,,Comedy;Mystery;Thriller
Woman Thou Art Loosed: On the 7th Day, (2012),"$1,213,128",,,1 hr 41 min,PG-13,Drama
The Laughing Policeman, (2009),"$1,520,973","$1,520,973",,2 hr 3 min,,Crime;Drama;Thriller
The Snow White Murder Case, (2014),"$8,721,394","$8,721,394",,2 hr 6 min,,Crime;Drama;Mystery
