Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Sky Fighters, (2005),"$10,720,864","$10,720,864",,1 hr 42 min,,Action;Adventure;Drama
Horses of God, (2012),"$14,817","$81,460",,1 hr 55 min,,Drama
The Chorus, (2004),"$3,635,164","$84,750,780",,1 hr 37 min,PG-13,Drama;Music
The Visitors II: The Corridors of Time, (1998),"$146,072",,,1 hr 58 min,,Comedy;Fantasy
The Cowboys, (1972),,,,2 hr 14 min,GP,Adventure;Drama;Western
Les côtelettes, (2003),"$456,587","$456,587",,1 hr 26 min,,Comedy;Drama
Lucky Luke and the Daltons, (2004),"$15,823,762","$15,823,762",,1 hr 26 min,,Comedy;Western
Jaws, (1975),"$266,567,580","$210,653,000","$7,000,000",2 hr 4 min,,Adventure;Drama;Thriller
Happy End, (2009),"$715,071","$715,071",,2 hr 10 min,,Comedy;Drama;Sci-Fi
The Two Popes, (2019),"$243,711","$243,711",,2 hr 5 min,PG-13,Biography;Comedy;Drama
Diabolique, (1955),"$12,498","$12,498",,1 hr 57 min,,Crime;Drama;Horror;Mystery;Thriller
Little Children, (2006),"$5,463,019","$9,358,639","$26,000,000",2 hr 17 min,R,Drama;Romance
Jet Pilot, (1957),,,,1 hr 53 min,Approved,Action;Drama;Romance;Thriller;War
Working Girl, (1988),"$63,779,477","$39,173,635",,1 hr 53 min,,Comedy;Drama;Romance
"Bright Lights, Big City", (1988),"$16,118,077",,,1 hr 47 min,,Drama
The Chinese Botanist's Daughters, (2006),"$1,784,809","$1,784,809",,1 hr 45 min,,Drama;Romance
The Dead Pool, (1988),"$37,903,295",,,1 hr 31 min,,Action;Crime;Mystery;Thriller
Afterimage, (2016),"$33,443","$999,325",,1 hr 38 min,,Biography;Drama;History
Les gens du Monde, (2014),"$41,511","$41,511",,1 hr 22 min,,Documentary
Modern Girls, (1986),"$604,849",,,1 hr 24 min,,Comedy;Drama;Romance
Wild Grass, (2009),"$403,952","$4,430,938",,1 hr 44 min,PG,Drama;Romance
The Guys, (2002),"$21,366",,,1 hr 24 min,PG,Drama
The Innocents, (2021),"$30,053","$291,704",,1 hr 57 min,,Drama;Fantasy;Horror;Mystery;Thriller
The Barbarian Invasions, (2003),"$8,544,975","$26,338,035",,1 hr 39 min,R,Comedy;Crime;Drama;Mystery;Romance
The Love Game, (1960),"$4,581","$4,581",,1 hr 26 min,,Comedy
13 Sins, (2014),"$13,809","$813,104",,1 hr 33 min,R,Horror;Thriller
Tears of Cem Karaca, (2024),"$957,421","$957,421",,2 hr 3 min,,Biography;Drama;Music
Dangerous Liaisons, (1988),"$34,670,720",,,1 hr 59 min,,Drama;Romance
The Long Farewell, (1971),"$4,168","$4,168",,1 hr 37 min,,Drama
Free Men, (2011),"$53,810","$1,138,841",,1 hr 39 min,,Drama;History;Romance;War
Heidi's Song, (1982),"$5,124,391",,,1 hr 34 min,,Adventure;Animation;Drama;Family;Fantasy;Musical
Fat City, (1972),,,,1 hr 36 min,,Drama;Sport
All the King's Men, (2006),"$7,221,458","$2,230,165","$55,000,000",2 hr 8 min,PG-13,Drama;Thriller
Les Misérables, (2012),"$149,260,140","$293,497,389","$61,000,000",2 hr 38 min,PG-13,Drama;Musical;Romance
Les Misérables in Concert: The 25th Anniversary, (2010),"$742,004","$742,004",,2 hr 58 min,,Drama;Musical
The Mischief Makers, (1957),$509,,,18 min,,Comedy;Short
Les Misérables, (2019),"$330,181","$54,276,191",,1 hr 44 min,R,Crime;Drama;Thriller
Days of Heaven, (1978),"$3,446,749","$38,579",,1 hr 34 min,,Drama;Romance
I Capture the Castle, (2003),"$1,179,035","$5,407,306","$8,000,000",1 hr 53 min,R,Drama;Romance
How to Beat the High Cost of Living, (1980),"$7,500,000",,,1 hr 45 min,,Comedy;Crime
Full Moon in Paris, (1984),"$15,726","$1,213",,1 hr 41 min,,Comedy;Drama;Romance
Les gorilles, (2015),"$869,815","$869,815",,1 hr 21 min,,Action;Comedy
Nine Lives, (2016),"$19,700,032","$38,114,413","$30,000,000",1 hr 27 min,PG,Comedy;Drama;Family;Fantasy
The Terrible Parents, (1948),"$11,818",,,1 hr 45 min,,Drama
Paris Prestige, (2016),"$93,433","$93,433",,1 hr 45 min,,Drama
One Hundred Steps, (2000),"$216,026","$216,026",,1 hr 54 min,,Biography;Crime;Drama
"South Park: Bigger, Longer & Uncut", (1999),"$52,037,603","$31,100,000","$21,000,000",1 hr 21 min,R,Animation;Comedy;Fantasy;Musical
"Mèche Blanche, les aventures du petit castor", (2008),"$360,886","$1,230,634",,1 hr 17 min,,Adventure;Family
Les petites victoires, (2023),"$7,075,261","$7,075,261",,1 hr 29 min,,Comedy
Stolen Holidays, (2006),$72,$72,,1 hr 30 min,,Comedy;Drama
Little White Lies, (2010),"$206,088","$53,113,527",,2 hr 34 min,,Comedy;Drama
Enemy at the Gates, (2001),"$51,401,758","$45,574,512","$68,000,000",2 hr 11 min,R,Action;Drama;War
The Meetings of Anna, (1978),$330,,,2 hr 8 min,,Drama
Les rois mages, (2001),"$11,702,020","$11,702,020",,1 hr 42 min,,Comedy;Fantasy
The Bloodettes, (2005),"$1,341","$1,341",,1 hr 37 min,,Sci-Fi
The Lords of Salem, (2012),"$1,165,882","$379,107","$1,500,000",1 hr 41 min,R,Horror;Thriller
Changing Times, (2004),"$545,255","$3,633,459",,1 hr 34 min,,Drama;Romance
Crooks in Clover, (1963),,,,1 hr 45 min,,Action;Comedy;Crime
The Triplets of Belleville, (2003),"$7,007,149","$7,769,611",,1 hr 20 min,PG-13,Adventure;Animation;Comedy;Drama;Music;Sport
The Three Musketeers, (1993),"$53,898,845",,,1 hr 45 min,PG,Action;Adventure;Romance
Les Tuche 4, (2021),"$19,259,766","$19,259,766",,1 hr 41 min,,Comedy
The Others, (2001),"$96,578,502","$113,424,350","$17,000,000",1 hr 41 min,PG-13,Horror;Mystery;Thriller
The Forsaken, (2001),"$7,288,451","$1,416,400","$15,000,000",1 hr 30 min,R,Action;Fantasy;Horror;Thriller
The Visitors, (1993),"$659,810",,,1 hr 47 min,R,Comedy;Fantasy
Friday Night Lights, (2004),"$61,255,921","$694,849","$30,000,000",1 hr 58 min,PG-13,Action;Drama;Sport
Eyes Wide Shut, (1999),"$55,691,208","$106,588,851","$65,000,000",2 hr 39 min,R,Drama;Mystery;Thriller
Children of Paradise, (1945),"$36,986","$5,795",,3 hr 9 min,,Drama;Romance
Seasons, (2015),"$150,092","$11,276,783",,1 hr 36 min,PG,Documentary;History
Vampire Killers, (2009),"$3,276,702","$3,276,702",,1 hr 26 min,R,Action;Comedy;Fantasy;Horror
My Name Is Khan, (2010),"$4,018,771","$38,326,589",,2 hr 45 min,PG-13,Drama;Romance
Less Than Zero, (1987),"$12,396,383",,,1 hr 38 min,,Crime;Drama
Lesson in Murder, (2022),"$7,348,964","$7,348,964",,2 hr 8 min,,Crime;Mystery
Lesson of the Evil, (2012),"$26,167,224","$26,167,224",,2 hr 9 min,,Horror;Thriller
Some Kind of Beautiful, (2014),"$2,446,097","$2,446,097",,1 hr 39 min,R,Comedy;Romance
Love in the Time of Cholera, (2007),"$4,607,608","$26,968,269",,2 hr 19 min,R,Drama;Romance
Twilight of the Warriors: Walled In, (2024),"$336,023","$16,775,098",,2 hr 6 min,R,Action;Crime;Thriller
Let Him Go, (2020),"$9,358,025","$1,477,661",,1 hr 53 min,R,Crime;Drama;Thriller;Western
Let Him Have It, (1991),"$88,686",,,1 hr 55 min,R,Crime;Drama;History
Let It Be, (2010),"$72,776","$72,776",,1 hr 43 min,,Biography;Drama;History
Let it Rain, (2008),"$111,844","$10,022,522",,1 hr 50 min,,Comedy;Drama
Let It Ride, (1989),"$4,973,285",,,1 hr 30 min,,Action;Comedy
Let It Shine, (2012),"$750,000","$750,000",,1 hr 44 min,,Drama;Family;Music;Romance
Kevin Hart: Let Me Explain, (2013),"$32,244,051","$74,000",,1 hr 15 min,R,Comedy;Documentary
Let Sleeping Corpses Lie, (1974),"$40,468","$40,468",,1 hr 35 min,,Horror
Let the Bullets Fly, (2010),"$63,012","$104,668,438",,2 hr 12 min,,Action;Comedy;Drama;Western
The Black Devil and the White Prince, (2016),"$10,415,892","$10,415,892",,1 hr 33 min,,Drama;Romance
Let It Snow, (2019),,,,1 hr 32 min,PG-13,Comedy;Romance
King Shakir: Let the Game Begin, (2018),"$685,572","$685,572",,1 hr 24 min,,Adventure;Animation;Comedy;Family
Let the Dance Begin, (2023),"$177,216","$177,216",,1 hr 39 min,,Comedy;Drama;Music
Let the Right One In, (2008),"$2,122,065","$9,105,271",,1 hr 54 min,R,Drama;Fantasy;Horror;Romance
Let There Be Light, (2017),"$7,233,471","$7,831",,1 hr 40 min,PG-13,Drama
Live and Let Die, (1973),"$35,377,836","$4,874",,2 hr 1 min,,Action;Adventure;Thriller
Let Yourself Go, (2017),"$12,189","$2,128,001",,1 hr 39 min,,Comedy
How to Let Go of the World: and Love All the Things Climate Can't Change, (2016),"$36,386",,,2 hr 7 min,,Documentary
Let's Be Cops, (2014),"$82,390,774","$55,834,177","$17,000,000",1 hr 44 min,R,Action;Comedy;Crime
Let's Dance, (2019),"$2,806,934","$2,806,934",,1 hr 49 min,,Comedy;Drama;Family;Music
"Love, Again", (2018),"$1,045,641","$1,045,641",,1 hr 52 min,,Comedy;Romance
Fall... in Love, (2005),"$1,845,030","$1,845,030",,1 hr 44 min,,Drama;Romance
Let's Get Harry, (1986),"$140,980",,,1 hr 42 min,,Action;Adventure
Let's Get Lost, (1988),"$22,386","$538,735",,2 hr,,Biography;Documentary;Music
Let's Get Married, (2015),"$462,918","$45,509,806",,2 hr 7 min,,Comedy;Romance
Let's Get Married, (2023),"$6,160","$6,160",,2 hr 32 min,,Comedy;Family;Romance
Let's Get Skase, (2001),"$110,785","$110,785",,1 hr 36 min,,Action;Adventure;Comedy
Let's Go!, (2011),"$24,902","$24,902",,1 hr 36 min,,Action;Comedy
La Bamba, (1987),"$54,215,416",,,1 hr 48 min,,Biography;Drama;Music
Let's Go to Prison, (2006),"$4,630,045",,,1 hr 24 min,R,Comedy;Crime
Let's Go! Anpanman: Baikinman and Lulun, (2024),"$3,279,803","$3,279,803",,1 hr 4 min,,Adventure;Animation;Family;Fantasy
Bobby Z, (2007),"$413,454","$413,454",,1 hr 37 min,R,Action;Crime;Thriller
The Crossing, (2014),"$32,806,475","$32,806,475",,2 hr 9 min,,Drama;History;Romance;War
Let's Make a Grandson, (2003),"$397,320","$397,320",,1 hr 23 min,,Comedy
"Ciao, Professore!", (1992),"$1,113,435",,,1 hr 40 min,R,Comedy
"I Love You, Man", (2009),"$71,440,011","$20,540,348",,1 hr 45 min,R,Comedy;Romance
Let's Make Money, (2008),"$3,684,750","$3,684,750",,1 hr 50 min,,Documentary
