Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Die Mucklas ... und wie sie zu Pettersson und Findus kamen, (2022),"$1,983,086","$1,983,086",,1 hr 21 min,,Adventure;Animation;Comedy;Family;Fantasy
Inglourious Basterds, (2009),"$120,540,719","$200,918,879","$70,000,000",2 hr 33 min,R,Adventure;Drama;War
Traceless, (2010),"$505,250","$505,250",,1 hr 35 min,,Crime;Drama;Thriller
"tick, tick... BOOM!", (2021),"$112,777","$112,777",,1 hr 55 min,PG-13,Biography;Comedy;Drama;Musical
Sin City: A Dame to Kill For, (2014),"$13,757,804","$25,649,812",,1 hr 42 min,R,Action;Crime;Thriller
Five Days from Home, (1978),"$641,768",,,1 hr 48 min,,Action;Crime;Drama;Thriller
.45, (2006),"$171,339","$171,339",,1 hr 41 min,R,Crime;Drama;Thriller
Wicked, (2024),"$268,840,005","$97,140,000",,2 hr 40 min,PG,Fantasy;Musical;Romance
A Quiet Place: Day One, (2024),"$138,930,553","$122,855,769",,1 hr 39 min,PG-13,Drama;Horror;Sci-Fi;Thriller
Minions & More 1, (2022),$632,$632,,48 min,,Adventure;Animation;Comedy;Family
One Night in Oslo, (2014),"$925,848","$925,848",,1 hr 23 min,,Drama;Romance
Splash, (1984),"$69,821,334",,,1 hr 51 min,,Comedy;Fantasy;Romance
"1,000 Times Good Night", (2013),"$53,895","$2,495,673",,1 hr 57 min,,Drama;War
"1,778 Stories of Me and My Wife", (2011),"$14,436,754","$14,436,754",,2 hr 19 min,,Drama
"3, 2, 1... Frankie Go Boom", (2012),,,,1 hr 29 min,,Comedy
Spider-Man 2, (2004),"$374,337,514","$410,180,516","$200,000,000",2 hr 7 min,PG-13,Action;Adventure;Sci-Fi
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice', (2024),"$306,233","$306,233",,1 hr 30 min,,Animation
10, (1979),"$74,865,517",,,2 hr 2 min,,Comedy;Romance
10 Cloverfield Lane, (2016),"$72,082,998","$38,134,000",,1 hr 43 min,PG-13,Drama;Horror;Sci-Fi;Thriller
10 Days in a Madhouse, (2015),"$14,616",,,1 hr 51 min,R,Drama;History
10 Days with Dad, (2020),"$2,359","$9,469,718",,1 hr 44 min,,Comedy;Family
10 Items or Less, (2006),"$83,291","$1,315,931",,1 hr 22 min,R,Comedy;Drama
10 Lives, (2024),"$16,083,324","$16,083,324",,1 hr 28 min,,Animation;Comedy;Family;Fantasy
10 Minutes Gone, (2019),"$332,731","$332,731",,1 hr 29 min,R,Action;Crime;Mystery;Thriller
10 Promises to My Dog, (2008),"$15,332,225","$15,332,225",,1 hr 57 min,,Comedy;Drama;Romance
10 Questions for the Dalai Lama, (2006),"$224,546","$259,941",,1 hr 26 min,,Documentary
The Hiding Place, (2023),"$3,414","$3,414",,2 hr 27 min,,Biography
10 Sekunden, (2008),"$11,325","$11,325",,1 hr 30 min,,Drama
10 Things I Hate About You, (1999),"$38,178,166","$15,334,203","$30,000,000",1 hr 37 min,PG-13,Comedy;Drama;Romance
10 to 11, (2009),"$73,231","$73,231",,1 hr 50 min,,Drama
10 to Midnight, (1983),"$7,175,592",,,1 hr 41 min,,Crime;Drama;Thriller
10 Years, (2011),"$203,373","$82,611",,1 hr 50 min,PG-13,Comedy;Drama;Romance
"10,000 BC", (2008),"$94,784,201","$175,000,000","$105,000,000",1 hr 49 min,PG-13,Action;Adventure;Drama;Fantasy;History
Cop & ½, (1993),"$31,889,691","$8,800,000",,1 hr 37 min,PG,Comedy;Crime;Family
100 Days of Loneliness, (2018),"$22,158","$22,158",,1 hr 33 min,,Documentary;Drama
10 Days Before the Wedding, (2018),"$52,238","$52,238",,2 hr,,Comedy;Drama;Romance
100 Days with Tata, (2021),"$123,538","$123,538",,1 hr 22 min,,Documentary
100 Feet, (2008),"$1,415,804","$1,415,804",,1 hr 36 min,R,Horror;Mystery;Thriller
Four Weddings and a Funeral, (1994),"$52,700,832","$193,000,000","$4,400,000",1 hr 57 min,R,Comedy;Drama;Romance
100 Girls, (2000),"$132,555","$132,555",,1 hr 34 min,R,Comedy;Romance
One Million Years B.C., (1966),$669,,,1 hr 40 min,,Adventure;Comedy;Fantasy
Bauhaus Spirit: 100 Years of Bauhaus, (2018),"$17,122","$10,646",,1 hr 35 min,,Documentary
A Man and a Woman, (1966),"$44,666","$44,666",,1 hr 42 min,,Drama;Romance
1001 Grams, (2014),"$10,983","$170,047",,1 hr 33 min,,Drama
One Hundred and One Dalmatians, (1961),"$144,880,014","$71,000,000",,1 hr 19 min,,Adventure;Animation;Comedy;Family
101 Proposals, (2013),"$31,283,838","$31,283,838",,2 hr,,Romance
102 Dalmatians, (2000),"$66,957,026","$116,654,745","$85,000,000",1 hr 40 min,,Adventure;Comedy;Family
102 Not Out, (2018),"$1,343,797","$15,414,799",,1 hr 42 min,PG,Comedy;Drama
10:30 P.M. Summer, (1966),"$8,529","$8,529",,1 hr 25 min,,Crime;Drama;Romance
Pocahontas, (1995),"$141,579,773","$204,500,000",,1 hr 21 min,G,Adventure;Animation;Drama;Family;Musical;Romance
The 10th Judicial Court: Judicial Hearings, (2004),"$836,604","$836,604",,1 hr 45 min,,Documentary
10x10, (2018),"$2,263","$65,997",,1 hr 28 min,,Drama;Mystery;Thriller
11:14, (2003),"$3,810,792","$3,810,792",,1 hr 26 min,R,Comedy;Crime;Drama;Mystery;Thriller
September 11, (2002),"$127,035","$1,139,028",,2 hr 14 min,,Drama
11-11-11, (2011),"$32,771","$6,931,101",,1 hr 30 min,PG-13,Horror;Mystery;Thriller
12 Angry Men, (1957),$955,$955,,1 hr 36 min,,Crime;Drama
12 Monkeys, (1995),"$57,141,459","$111,698,000",,2 hr 9 min,R,Mystery;Sci-Fi;Thriller
Gone, (2012),"$11,682,205","$8,085,330",,1 hr 34 min,PG-13,Action;Adventure;Mystery;Thriller
12 Paces Without a Head, (2009),"$2,366","$2,366",,1 hr 48 min,,Adventure;Biography;Comedy;Drama;History
12 Rounds, (2009),"$12,234,694","$5,045,632",,1 hr 48 min,PG-13,Action;Crime;Thriller
12 Strong, (2018),"$45,819,713","$21,539,477",,2 hr 10 min,R,Action;Drama;History;War
12 Years a Slave, (2013),"$56,671,993","$131,061,209","$20,000,000",2 hr 14 min,R,Biography;Drama;History
12.12: The Day, (2023),"$97,476,565","$97,476,565",,2 hr 21 min,,Action;Drama;History;Thriller
120, (2008),"$3,757,041","$3,757,041",,1 hr 54 min,,Drama;History;War
The Taking of Pelham One Two Three, (1974),$357,$357,,1 hr 44 min,,Action;Crime;Thriller
Suvorovets 1944, (2024),"$154,042","$154,042",,1 hr 30 min,,Adventure;Family
12:08 East of Bucharest, (2006),"$91,881","$431,822",,1 hr 29 min,,Comedy;Drama
"Salò, or the 120 Days of Sodom", (1975),"$1,808,595","$1,808,595",,1 hr 57 min,,Drama
13 Hours, (2016),"$52,853,219","$16,558,151","$50,000,000",2 hr 24 min,R,Action;Drama;History;Thriller;War
13 Assassins, (2010),"$802,778","$17,886,280",,2 hr 21 min,R,Action;Adventure;Drama
13: Game of Death, (2006),"$362,735","$362,735",,1 hr 54 min,R,Crime;Drama;Horror;Mystery;Thriller
Fifty Dead Men Walking, (2008),"$812,872","$812,872",,1 hr 57 min,R,Crime;Drama;Thriller
Thir13en Ghosts, (2001),"$41,867,960","$26,600,000","$42,000,000",1 hr 31 min,R,Fantasy;Horror
Three Men and a Baby, (1987),"$167,780,960",,"$11,000,000",1 hr 42 min,,Comedy;Drama;Family
13 Minutes, (2021),"$67,413","$67,413",,1 hr 48 min,PG-13,Action;Drama;Thriller
13 Sins, (2014),"$13,809","$813,104",,1 hr 33 min,R,Horror;Thriller
Jazz Fest: A New Orleans Story, (2022),"$179,005",,,1 hr 35 min,PG-13,Documentary;Music
14 Blades, (2010),"$3,787,100","$3,787,100",,1 hr 54 min,R,Action;History;Thriller
Around the World in 80 Days, (2021),"$2,164,782","$2,164,782",,1 hr,PG,Adventure;Comedy;History
Apartment 143, (2011),$383,"$4,143,914",,1 hr 20 min,R,Horror;Thriller
1492: Conquest of Paradise, (1992),"$7,191,399",,"$47,000,000",2 hr 34 min,PG-13,Adventure;Biography;Drama;History
X-Men, (2000),"$157,299,718","$139,039,810","$75,000,000",1 hr 44 min,PG-13,Action;Adventure;Sci-Fi
Mult v kino. Vypusk # 152, (2023),"$50,584","$50,584",,45 min,,Animation
Sixteen Candles, (1984),"$23,686,027",,,1 hr 33 min,,Comedy;Romance
16 Days of Glory, (1985),"$83,857",,,4 hr 44 min,,Documentary;Sport
To Life, (2014),"$382,909","$382,909",,1 hr 44 min,,Drama
16 Years of Alcohol, (2003),"$8,046",,,1 hr 42 min,R,Crime;Drama
1612: Khroniki smutnogo vremeni, (2007),"$6,555,121","$6,555,121",,2 hr 24 min,,Adventure;Drama;History;War
17 Girls, (2011),"$15,123","$438,772",,1 hr 26 min,,Drama
Revolution, (1985),"$358,574",,"$28,000,000",2 hr 6 min,PG,Adventure;Drama;History;War
What Are We Fighting For?, (2023),"$1,309","$1,309",,52 min,,Documentary;History;War
18 Again!, (1988),"$2,567,099",,,1 hr 33 min,,Comedy;Fantasy;Romance
18×2 Beyond Youthful Days, (2024),"$4,512,194","$4,512,194",,2 hr 3 min,,Drama;Romance
The 40-Year-Old Virgin, (2005),"$109,449,237","$67,929,408","$26,000,000",1 hr 56 min,R,Comedy;Romance
28 Years Later, (2025),,,,,,Horror;Thriller
Final Destination, (2000),"$53,331,147","$59,549,147","$23,000,000",1 hr 38 min,R,Horror;Thriller
Head in the Clouds, (2004),"$398,278","$3,266,580",,2 hr 12 min,R,Drama;Romance;War
180° South, (2010),"$31,745",,,1 hr 25 min,,Documentary;Drama;Sport
Guiana 1838, (2004),"$227,241",,,2 hr,,Drama
Return of Sabata, (1971),,,,1 hr 40 min,,Drama;Western
"La Commune (Paris, 1871)", (2000),"$5,340","$16,301",,5 hr 45 min,,Drama;History;War
Bed of Roses, (1996),"$19,030,691","$8,284,836",,1 hr 27 min,PG,Drama;Romance
1900, (1976),$692,$692,"$9,000,000",5 hr 17 min,,Drama;History
The Legend of 1900, (1998),"$167,435","$20,893,904",,2 hr 49 min,R,Drama;Music;Romance
1911, (2011),"$135,739","$3,671,395",,1 hr 39 min,R,Drama;History;War
1917, (2019),"$159,227,644","$286,836,708","$95,000,000",1 hr 59 min,R,Action;Drama;War
Kruty 1918, (2019),"$269,622","$269,622",,1 hr 50 min,,Action;Drama;History;War
Kira & El Gin, (2022),"$632,854","$632,854",,2 hr 55 min,,Action;Drama;History;Thriller
1920, (2008),"$2,903,529","$2,903,529",,2 hr 23 min,,Horror;Mystery;Thriller
Kurt Turns Evil, (2008),"$902,697","$902,697",,1 hr 14 min,,Animation;Comedy;Family
1921, (2018),"$26,710","$26,710",,2 hr 24 min,,Horror;Mystery;Romance
1941, (1979),"$31,755,742","$60,700,000","$35,000,000",1 hr 58 min,,Action;Comedy;War
A Love Story, (1970),"$169,374","$169,374",,1 hr 55 min,,Drama;Romance
1957: Hati Malaya, (2007),"$99,437","$99,437",,2 hr 15 min,,Drama;History;Romance
"Callas - Paris, 1958", (2023),"$395,715","$395,715",,1 hr 30 min,,
1968 Tunnel Rats, (2008),"$35,402","$35,402",,1 hr 36 min,R,Action;Drama;War
1969, (1988),"$5,979,011",,,1 hr 35 min,,Drama;War
Hijack 1971, (2024),"$242,069","$14,354,718",,1 hr 40 min,R,Action;Crime;Thriller
Airport '77, (1977),,,,1 hr 54 min,,Action;Drama;Thriller
Private Lessons, (1981),"$26,279,000",,"$2,800,000",1 hr 27 min,,Comedy
1982, (2019),"$43,829","$16,922",,1 hr 40 min,,Drama;History;Romance;Sci-Fi
1984, (1984),"$8,430,492",,,1 hr 53 min,,Drama;Sci-Fi
1987: When the Day Comes, (2017),"$53,834,292","$53,834,292",,2 hr 9 min,,Drama;History;Thriller
1991: The Year Punk Broke, (1992),$996,,,1 hr 39 min,,Documentary;History;Music
Cloverfield, (2008),"$80,048,433","$92,345,747","$25,000,000",1 hr 25 min,PG-13,Action;Horror;Sci-Fi;Thriller
No Time to Die, (2021),"$160,891,007","$613,262,000",,2 hr 43 min,PG-13,Action;Adventure;Thriller
1½ Knights - In Search of the Ravishing Princess Herzelinde, (2008),"$16,680,689","$16,680,689",,1 hr 55 min,,Adventure;Comedy
Gladiator II, (2024),"$113,571,093","$208,800,000",,2 hr 28 min,R,Action;Adventure;Drama
"2 Autumns, 3 Winters", (2013),"$5,819","$25,166",,1 hr 31 min,,Comedy
2 Become 1, (2006),"$1,312,395","$1,312,395",,1 hr 38 min,,Comedy;Drama
Two Rabbits, (2012),"$1,647,168","$1,647,168",,1 hr 41 min,,Action;Crime;Drama;Thriller
Two Days in New York, (2012),"$633,210","$3,424,903",,1 hr 36 min,R,Comedy;Drama;Romance
Two Days in Paris, (2007),"$4,433,994","$15,342,165",,1 hr 36 min,,Comedy;Drama;Romance
2 Days in the Valley, (1996),"$11,132,210",,,1 hr 44 min,R,Comedy;Crime;Thriller
Two for the Money, (2005),"$22,991,379","$7,535,130","$35,000,000",2 hr 2 min,R,Crime;Drama;Sport
2 Guns, (2013),"$75,612,460","$56,327,951","$61,000,000",1 hr 49 min,R,Action;Comedy;Thriller
Stuart Little 2, (2002),"$64,956,806","$105,000,000","$120,000,000",1 hr 17 min,PG,Adventure;Comedy;Family;Fantasy
Friends, (1994),"$89,007",,,22 min,,Comedy;Romance
2 or 3 Things I Know About Her, (1967),"$104,038",,,1 hr 27 min,,Comedy;Drama
Vampire Sisters 2: Bats in the Belly, (2014),"$5,182,195","$5,182,195",,1 hr 29 min,,Adventure;Comedy;Drama;Family;Fantasy
2 States, (2014),"$2,238,174","$20,148,344",,2 hr 29 min,,Comedy;Drama;Romance
Young Guns II, (1990),"$44,143,410",,,1 hr 44 min,,Action;Drama;Western
20:30:40, (2004),"$704,550","$704,550",,1 hr 53 min,,Comedy;Drama;Music;Romance;Sport
20 Dates, (1998),"$541,636",,,1 hr 27 min,R,Biography;Comedy;Romance
20 Feet from Stardom, (2013),"$4,946,445","$892,923",,1 hr 31 min,PG-13,Biography;Documentary;History;Music
20 Million Miles to Earth, (1957),,,,1 hr 22 min,,Adventure;Family;Fantasy;Horror;Sci-Fi;Thriller
Miss Granny, (2015),"$234,573","$59,161,738",,2 hr 11 min,,Comedy;Fantasy;Music
Halloween H20: 20 Years Later, (1998),"$55,041,738",,"$17,000,000",1 hr 26 min,R,Horror;Thriller
"20,000 Days on Earth", (2014),"$279,558","$1,826,000",,1 hr 37 min,,Documentary;Drama;Music
"20,000 Leagues Under the Sea", (1954),$547,,,2 hr 7 min,,Adventure;Drama;Family;Fantasy;Sci-Fi
To Sing in Piter, (2018),"$2,933","$2,933",,,,
200 Cigarettes, (1999),"$6,852,450",,"$6,000,000",1 hr 41 min,R,Comedy;Drama;Romance
200 Pounds Beauty, (2006),"$42,013,016","$42,013,016",,2 hr,,Comedy;Drama;Music;Romance
Future Shock! The Story of 2000AD, (2014),$231,$231,,1 hr 50 min,,Documentary
The 100 Year-Old Man Who Climbed Out the Window and Disappeared, (2013),"$944,193","$50,223,379",,1 hr 54 min,R,Adventure;Comedy
2001 Maniacs, (2005),"$368,976","$368,976",,1 hr 27 min,R,Comedy;Horror
2001: A Space Odyssey, (1968),"$60,481,243","$6,178,342","$12,000,000",2 hr 29 min,,Adventure;Sci-Fi
2001: A Space Travesty, (2000),"$270,813","$270,813",,1 hr 39 min,R,Comedy;Sci-Fi
2002, (2001),"$1,027,949","$1,027,949",,1 hr 34 min,,Action;Comedy;Fantasy;Horror;Romance
2009: Lost Memories, (2002),"$12,049,825","$12,049,825",,2 hr 16 min,R,Action;Drama;Sci-Fi;Thriller
2010: The Year We Make Contact, (1984),"$40,400,657",,,1 hr 56 min,,Adventure;Mystery;Sci-Fi;Thriller
2012, (2009),"$166,112,167","$625,105,659","$200,000,000",2 hr 38 min,PG-13,Action;Adventure;Sci-Fi
Ice Age, (2002),"$176,387,405","$206,869,731","$59,000,000",1 hr 21 min,PG,Adventure;Animation;Comedy;Family
2012: Time for Change, (2010),"$68,339",,,1 hr 25 min,,Animation;Documentary;News
2016: Obama's America, (2012),"$33,449,086",,,1 hr 27 min,PG,Documentary
Norman, (2016),"$3,814,868","$2,402,699",,1 hr 58 min,R,Drama;Thriller
2024 Oscar Nominated Short Films: Documentary, (2024),"$3,162,293",,,2 hr 13 min,,
205: Room of Fear, (2011),"$1,239,888","$1,239,888",,1 hr 44 min,,Drama;Horror
A Better Tomorrow 2018, (2018),"$10,067,151","$10,067,151",,1 hr 54 min,,Action;Crime;Drama
20th Century Boys 1: Beginning of the End, (2008),"$38,231,562","$38,231,562",,2 hr 22 min,,Adventure;Fantasy;Mystery;Sci-Fi
20th Century Boys 2: The Last Hope, (2009),"$29,502,213","$29,502,213",,2 hr 19 min,,Drama;Fantasy
20th Century Boys 3: Redemption, (2009),"$48,397,818","$48,397,818",,2 hr 36 min,,Adventure;Fantasy
20th Century Women, (2016),"$5,664,764","$1,550,042",,1 hr 59 min,R,Comedy;Drama
21, (2008),"$81,159,365","$78,649,005","$35,000,000",2 hr 3 min,PG-13,Crime;Drama;Thriller
21 & Over, (2013),"$25,682,380","$22,383,292","$13,000,000",1 hr 33 min,R,Comedy
21 Bridges, (2019),"$28,539,757","$21,400,000","$33,000,000",1 hr 39 min,R,Action;Adventure;Crime;Drama;Mystery;Thriller
Zidane - A 21st Century Portrait, (2006),"$689,094","$689,094",,1 hr 30 min,,Biography;Documentary;Sport
22 Bullets, (2010),"$21,695,883","$21,695,883",,1 hr 57 min,,Action;Crime;Drama;Thriller
22 Jump Street, (2014),"$191,719,337","$139,614,539","$50,000,000",1 hr 52 min,R,Action;Comedy;Crime
22nd of May, (2010),"$7,947","$7,947",,1 hr 28 min,,Drama;Fantasy;Thriller
23 Blast, (2014),"$549,185",,,1 hr 38 min,PG-13,Drama;Sport
Spectre, (2015),"$200,074,609","$680,630,703","$245,000,000",2 hr 28 min,PG-13,Action;Adventure;Thriller
TwentyFourSeven, (1997),"$91,805",,,1 hr 36 min,R,Comedy;Drama;Romance;Sport
24 City, (2008),"$30,800","$372,117",,1 hr 52 min,,Documentary;Drama
24 Hour Party People, (2002),"$1,184,096","$1,618,048",,1 hr 57 min,R,Biography;Comedy;Drama;Music
Trapped, (2002),"$7,073,251","$6,341,165","$30,000,000",1 hr 46 min,R,Action;Crime;Drama;Thriller
24 Hours in the Life of a Woman, (2002),"$1,500,180","$1,500,180",,1 hr 47 min,,Drama
24 Hours to Live, (2017),"$5,805,201","$5,805,201",,1 hr 33 min,R,Action;Sci-Fi;Thriller
A Coffee in Berlin, (2012),"$150,275","$2,676,058",,1 hr 26 min,,Comedy;Drama
26 Years Diary, (2007),"$3,921,072","$3,921,072",,2 hr 10 min,,Drama
Chapter 27, (2007),"$56,215","$131,273",,1 hr 24 min,R,Biography;Crime;Drama;History
28 Days Later, (2002),"$45,064,915","$39,596,519","$8,000,000",1 hr 53 min,R,Drama;Horror;Sci-Fi;Thriller
28 Hotel Rooms, (2012),"$18,869","$112,339",,1 hr 22 min,,Drama;Romance
Twentynine Palms, (2003),"$54,523","$113,476",,1 hr 59 min,,Drama;Horror
7 Reasons to Run Away (from Society), (2019),"$62,890","$62,890",,1 hr 15 min,,Comedy
The Maiden Heist, (2009),"$96,008","$96,008",,1 hr 30 min,PG-13,Comedy;Crime
29th Street, (1991),"$2,120,564",,,1 hr 41 min,R,Comedy;Drama
2:22, (2017),$422,"$3,945,307",,1 hr 38 min,PG-13,Drama;Mystery;Romance;Sci-Fi;Thriller
2:37, (2006),"$446,125","$446,125",,1 hr 35 min,,Drama
2by4, (1998),"$17,162",,,1 hr 30 min,,Drama;Romance
"3 1/2 Minutes, 10 Bullets", (2015),"$30,407","$8,856",,1 hr 38 min,,Crime;Documentary
The Bachelor 3, (2018),"$1,846,062","$1,846,062",,1 hr 47 min,,Action;Comedy
3 Backyards, (2010),"$43,073",,,1 hr 28 min,R,Drama
3 Bad Men, (1926),,,,1 hr 32 min,,Drama;Romance;Western
Three Dancing Slaves, (2004),"$21,888",,,1 hr 26 min,,Drama;Romance
3 Days to Kill, (2014),"$30,697,999","$22,562,231","$28,000,000",1 hr 57 min,PG-13,Action;Drama;Thriller
The Tall Men, (1955),"$10,714","$10,714",,2 hr 2 min,,Western
3 Generations, (2015),"$155,936","$524,415",,1 hr 32 min,PG-13,Drama
3 Idiots, (2009),"$6,532,874","$53,729,962",,2 hr 50 min,PG-13,Comedy;Drama
Three Men and a Little Lady, (1990),"$71,609,321",,,1 hr 44 min,,Comedy;Drama;Family;Romance
The Elevator, (2015),"$9,157","$9,157",,1 hr 33 min,,Drama;Thriller
The Three Musketeers, (2011),"$20,374,484","$111,900,000","$75,000,000",1 hr 50 min,PG-13,Action;Adventure;Fantasy;Romance;Thriller
3 Needles, (2005),"$12,327","$12,327",,2 hr 7 min,,Drama
3 Ninjas, (1992),"$29,000,301",,,1 hr 24 min,PG,Action;Comedy;Family;Sport
3 Ninjas Kick Back, (1994),"$11,798,854",,,1 hr 33 min,PG,Action;Comedy;Family;Sport
3 Ninjas: Knuckle Up, (1995),"$413,479",,,1 hr 25 min,PG-13,Action;Comedy;Family
3 Ninjas: High Noon at Mega Mountain, (1998),"$375,805",,,1 hr 33 min,PG,Action;Adventure;Comedy;Family
Rings, (2017),"$27,793,018","$55,287,872","$25,000,000",1 hr 42 min,PG-13,Drama;Horror;Mystery;Romance
3 Seasons in Hell, (2009),"$502,475","$502,475",,1 hr 50 min,,Drama;Romance
3 Strikes, (2000),"$9,832,166",,"$3,400,000",1 hr 22 min,,Comedy
3 Women, (1977),"$2,015",,,2 hr 4 min,,Drama;Mystery;Thriller
3-Iron, (2004),"$241,914","$3,162,043",,1 hr 28 min,R,Crime;Drama;Romance
Love Reset, (2023),"$18,425,590","$18,425,590",,1 hr 59 min,,Comedy;Romance
30 Days of Night, (2007),"$39,569,000","$35,944,170","$30,000,000",1 hr 53 min,R,Horror;Thriller
30 jours max, (2020),"$11,020,901","$11,020,901",,1 hr 27 min,,Action;Comedy;Crime
We Were Here, (2011),"$1,873","$1,873",,1 hr 30 min,,Biography;Documentary;History;News
30 Years to Life, (2001),"$103,540",,,1 hr 50 min,R,Comedy;Drama;Romance
3000 Miles to Graceland, (2001),"$15,749,959","$2,970,216","$62,000,000",2 hr 5 min,R,Action;Comedy;Crime;Thriller
300, (2006),"$210,629,101","$245,453,242","$65,000,000",1 hr 57 min,R,Action;Drama
The 300 Spartans, (1962),,,,1 hr 54 min,,Adventure;Drama;History;War
300: Rise of an Empire, (2014),"$106,580,051","$231,000,000","$110,000,000",1 hr 42 min,R,Action
Arai Enn 305-il Kadavul, (2008),"$59,295","$59,295",,2 hr 44 min,,Comedy;Fantasy
KM 31: Kilometre 31, (2006),"$12,050,125","$12,050,125",,1 hr 45 min,R,Horror;Mystery;Thriller
Squadron 303, (2018),"$7,694,425","$7,694,425",,1 hr 44 min,,Drama;War
New in Town, (2009),"$16,734,283","$12,276,534",,1 hr 37 min,PG,Comedy;Romance
33 Postcards, (2010),"$7,547","$7,547",,1 hr 37 min,,Crime;Drama;Music
33 Scenes from Life, (2008),"$870,504","$870,504",,1 hr 40 min,,Drama
3391 Kilometres, (2024),"$3,424,225","$3,424,225",,1 hr 50 min,,Romance
35 and Ticking, (2011),"$113,794",,,1 hr 44 min,R,Comedy;Romance
35 Shots of Rum, (2008),"$177,511","$796,028",,1 hr 40 min,,Drama
The 355, (2022),"$14,570,455","$13,257,290",,2 hr 2 min,PG-13,Action;Thriller
36 China Town, (2006),"$581,202","$581,202",,2 hr 20 min,,Comedy;Mystery;Thriller
36 Hours, (1964),,,,1 hr 55 min,,Thriller;War
360, (2011),"$100,343","$4,296,632",,1 hr 50 min,R,Crime;Drama;Mystery;Romance;Thriller
365 Days, (2020),"$9,458,590","$9,458,590",,1 hr 54 min,,Drama;Romance
The Policeman of the 16th Precinct, (2008),"$2,921,764","$2,921,764",,1 hr 40 min,,Comedy
37 1/2, (2005),"$1,761,760","$1,761,760",,1 hr 41 min,,Comedy;Drama
39 Pounds of Love, (2005),"$28,195","$4,270",,1 hr 10 min,,Biography;Documentary;Romance
Blink of an Eye, (2019),"$201,874",,,1 hr 28 min,,Documentary;Sport
3-D Sex and Zen: Extreme Ecstasy, (2011),"$153,215","$10,155,023","$3,500,000",2 hr 9 min,,Comedy;Drama
3faltig, (2010),"$679,408","$679,408",,1 hr 35 min,,Comedy
The Eye 3, (2005),"$2,604,212","$2,604,212",,1 hr 26 min,PG-13,Comedy;Horror
Avengers: Endgame, (2019),"$858,373,000","$1,941,066,100","$356,000,000",3 hr 1 min,PG-13,Action;Adventure;Drama;Sci-Fi
Four Adventures of Reinette and Mirabelle, (1987),"$22,039",,,1 hr 39 min,,Comedy;Drama;Romance
4 Days in May, (2011),"$111,712","$111,712",,1 hr 37 min,,Drama;War
Leatherface, (2017),"$1,476,843","$1,476,843",,1 hr 30 min,R,Crime;Horror;Thriller
4 Little Girls, (1997),"$130,146",,,1 hr 42 min,,Documentary;History
"4 Months, 3 Weeks and 2 Days", (2007),"$1,198,208","$8,976,631",,1 hr 53 min,,Drama
