Release_Date,Name,production_budget,domestic_gross,worldwide_gross,foreign_gross,languages
2008,the dark knight,185000000.0,533720947.0,1001996207.0,468275260.0,
2008,indiana jones and the kingdom of the crystal skull,185000000.0,317101119.0,786635413.0,469534294.0,
2012,brave,185000000.0,237282182.0,554606532.0,317324350.0,
2017,kong: skull island,185000000.0,168052812.0,561072059.0,393019247.0,
2016,star trek beyond,185000000.0,158848340.0,335802233.0,176953893.0,
2017,blade runner 2049,185000000.0,92054159.0,259357408.0,167303249.0,
2019,aladdin,182000000.0,246734314.0,619234314.0,372500000.0,
2017,thor: ragnarok,180000000.0,315058289.0,846980024.0,531921735.0,
2005,"the chronicles of narnia: the lion, the witch and the wardrobe",180000000.0,291710957.0,720539572.0,428828615.0,
2014,maleficent,180000000.0,241407328.0,758536735.0,517129407.0,
2016,fantastic beasts and where to find them,180000000.0,234037575.0,802402853.0,568365278.0,
2008,wall-e,180000000.0,223808164.0,532508025.0,308699861.0,
2007,rush hour 3,180000000.0,140125968.0,256585882.0,116459914.0,
2016,the legend of tarzan,180000000.0,126643061.0,348902025.0,222258964.0,
2011,hugo,180000000.0,73864507.0,180047784.0,106183277.0,
2017,valerian and the city of a thousand planets,180000000.0,40479370.0,215098356.0,174618986.0,
2015,jupiter ascending,179000000.0,47482519.0,181982519.0,134500000.0,
2018,mission: impossibleâfallout,178000000.0,220159104.0,787456552.0,567297448.0,
2016,x-men: apocalypse,178000000.0,155442489.0,542537546.0,387095057.0,
2018,the meg,178000000.0,145443742.0,529530715.0,384086973.0,
2014,edge of tomorrow,178000000.0,100206256.0,370541256.0,270335000.0,
2019,captain marvel,175000000.0,426525952.0,1123061550.0,696535598.0,
2016,the jungle book,175000000.0,364001123.0,962854547.0,598853424.0,
2015,inside out,175000000.0,356461711.0,854235992.0,497774281.0,
2017,spider-man: homecoming,175000000.0,334201140.0,880166350.0,545965210.0,
2016,suicide squad,175000000.0,325100054.0,746059887.0,420959833.0,
2009,up,175000000.0,293004164.0,731463377.0,438459213.0,
2017,coco,175000000.0,209726015.0,798008101.0,588282086.0,
2018,ralph breaks the internet,175000000.0,201091711.0,524283695.0,323191984.0,
2009,monsters vs. aliens,175000000.0,198351526.0,381687380.0,183335854.0,
2017,cars 3,175000000.0,152901115.0,383541369.0,230640254.0,
2009,g.i. joe: the rise of cobra,175000000.0,150201498.0,302469017.0,152267519.0,
1999,wild wild west,175000000.0,113805681.0,221229335.0,107423654.0,
2008,the mummy: tomb of the dragon emperor,175000000.0,102491776.0,405760225.0,303268449.0,
2007,evan almighty,175000000.0,100289690.0,174131329.0,73841639.0,
1995,waterworld,175000000.0,88246220.0,264246220.0,176000000.0,
2017,king arthur: legend of the sword,175000000.0,39175066.0,139630336.0,100455270.0,
2013,47 ronin,175000000.0,38362475.0,151716815.0,113354340.0,
2018,jurassic world: fallen kingdom,170000000.0,417719760.0,1305772799.0,888053039.0,
2014,guardians of the galaxy,170000000.0,333172112.0,770867516.0,437695404.0,
2010,iron man 2,170000000.0,312433331.0,621156389.0,308723058.0,
2014,captain america: the winter soldier,170000000.0,259746958.0,714401889.0,454654931.0,
2014,dawn of the planet of the apes,170000000.0,208545589.0,710644566.0,502098977.0,
2004,the polar express,170000000.0,187224605.0,311365187.0,124140582.0,
2012,snow white and the huntsman,170000000.0,155136755.0,401021746.0,245884991.0,
2003,terminator 3: rise of the machines,170000000.0,150358296.0,433058296.0,282700000.0,
2004,van helsing,170000000.0,120150546.0,300150546.0,180000000.0,
2019,dumbo,170000000.0,113883318.0,345004422.0,231121104.0,
2015,tomorrowland,170000000.0,93436322.0,206627518.0,113191196.0,
2019,alita: battle angel,170000000.0,85710210.0,402976036.0,317265826.0,
2019,godzilla: king of the monsters,170000000.0,85576941.0,299276941.0,213700000.0,
2016,alice through the looking glass,170000000.0,77042381.0,276928112.0,199885731.0,
2010,shrek forever after,165000000.0,238736787.0,756244673.0,517507886.0,
2016,doctor strange,165000000.0,232641920.0,676404566.0,443762646.0,
2014,big hero 6,165000000.0,222527828.0,652127828.0,429600000.0,
2010,how to train your dragon,165000000.0,217581232.0,494870992.0,277289760.0,
2012,wreck-it ralph,165000000.0,189412677.0,496511521.0,307098844.0,
2014,interstellar,165000000.0,188017894.0,666379375.0,478361481.0,
2016,independence day: resurgence,165000000.0,103144286.0,384169424.0,281025138.0,
2011,cowboys and aliens,163000000.0,100368560.0,176038324.0,75669764.0,
2017,beauty and the beast,160000000.0,504014165.0,1259199706.0,755185541.0,
2018,aquaman,160000000.0,335061807.0,1146894640.0,811832833.0,
2007,shrek the third,160000000.0,322719944.0,807330936.0,484610992.0,
2010,inception,160000000.0,292576195.0,835524642.0,542948447.0,
2015,the hunger games: mockingjay - part 2,160000000.0,281723902.0,648986787.0,367262885.0,
2013,fast and furious 6,160000000.0,238679850.0,789300444.0,550620594.0,
2014,godzilla,160000000.0,200676069.0,529076069.0,328400000.0,
2011,x-men: first class,160000000.0,146408305.0,355408305.0,209000000.0,
2008,the curious case of benjamin button,160000000.0,127509326.0,329631958.0,202122632.0,
2010,the sorcerer's apprentice,160000000.0,63150991.0,217986320.0,154835329.0,
2006,poseidon,160000000.0,60674817.0,181674817.0,121000000.0,
2016,warcraft,160000000.0,47225655.0,425522281.0,378296626.0,
2016,deepwater horizon,156000000.0,61433527.0,122603824.0,61170297.0,
2010,the chronicles of narnia: the voyage of the dawn treader,155000000.0,104386950.0,418186950.0,313800000.0,
2015,terminator: genisys,155000000.0,89760956.0,432150894.0,342389938.0,
2018,pacific rim: uprising,155000000.0,59874525.0,290930148.0,231055623.0,
2004,alexander,155000000.0,34297191.0,167297191.0,133000000.0,
2017,war for the planet of the apes,152000000.0,146880162.0,489592267.0,342712105.0,
2001,pearl harbor,151500000.0,198539855.0,449239855.0,250700000.0,
2007,transformers,151000000.0,319246193.0,708272592.0,389026399.0,
2017,wonder woman,150000000.0,412563408.0,821133378.0,408569970.0,
2013,frozen,150000000.0,400738009.0,1272469910.0,871731901.0,
2016,zootopia,150000000.0,341268248.0,1019429616.0,678161368.0,
2007,harry potter and the order of the phoenix,150000000.0,292137260.0,943076457.0,650939197.0,
2005,harry potter and the goblet of fire,150000000.0,290201752.0,897099794.0,606898042.0,
2003,the matrix reloaded,150000000.0,281553689.0,738576929.0,457023240.0,
2007,i am legend,150000000.0,256393010.0,585532684.0,329139674.0,
2016,moana,150000000.0,248757044.0,637517365.0,388760321.0,
2008,hancock,150000000.0,227946274.0,624234272.0,396287998.0,
2005,charlie and the chocolate factory,150000000.0,206459076.0,475825484.0,269366408.0,
2007,ratatouille,150000000.0,206445654.0,626549695.0,420104041.0,
2013,thor: the dark world,150000000.0,206362140.0,644602516.0,438240376.0,
2005,batman begins,150000000.0,205343774.0,359142722.0,153798948.0,
2015,mission: impossibleârogue nation,150000000.0,195042377.0,688858992.0,493816615.0,
2017,dunkirk,150000000.0,190068280.0,499837368.0,309769088.0,
2011,thor,150000000.0,181030624.0,449326618.0,268295994.0,
2008,madagascar: escape 2 africa,150000000.0,180174880.0,599680774.0,419505894.0,
2009,x-men origins: wolverine,150000000.0,179883157.0,374825760.0,194942603.0,
2009,night at the museum: battle of the smithsonian,150000000.0,177243721.0,402231063.0,224987342.0,
2011,kung fu panda 2,150000000.0,165249063.0,664837547.0,499588484.0,
2015,mad max: fury road,150000000.0,153636354.0,370098020.0,216461666.0,
2019,pokã©mon: detective pikachu,150000000.0,139507806.0,411258433.0,271750627.0,
2003,the matrix revolutions,150000000.0,139270910.0,427300260.0,288029350.0,
2018,ready player one,150000000.0,137690172.0,579290136.0,441599964.0,
2005,chicken little,150000000.0,135386665.0,310043823.0,174657158.0,
2006,mission: impossible iii,150000000.0,133501348.0,397501348.0,264000000.0,
2009,angels & demons,150000000.0,133375846.0,490875846.0,357500000.0,
2004,troy,150000000.0,133298577.0,484161265.0,350862688.0,
2010,the last airbender,150000000.0,131772187.0,319713881.0,187941694.0,
2007,bee movie,150000000.0,126631277.0,287594577.0,160963300.0,
2009,g-force,150000000.0,119436770.0,292817841.0,173381071.0,
2008,bolt,150000000.0,114053579.0,328015029.0,213961450.0,
2012,wrath of the titans,150000000.0,83670083.0,305270083.0,221600000.0,
2007,beowulf,150000000.0,82280579.0,195080579.0,112800000.0,
2012,dark shadows,150000000.0,79727149.0,238202668.0,158475519.0,
2013,white house down,150000000.0,73103784.0,205440387.0,132336603.0,
2010,the wolfman,150000000.0,62189884.0,142634358.0,80444474.0,
2017,the great wall,150000000.0,45157105.0,334486852.0,289329747.0,
2015,pan,150000000.0,35088320.0,151525973.0,116437653.0,
2011,mars needs moms,150000000.0,21392758.0,39549758.0,18157000.0,
2020,moonfall,150000000.0,,0.0,,
2006,flushed away,149000000.0,64665672.0,179357126.0,114691454.0,
2012,madagascar 3: europe's most wanted,145000000.0,216391482.0,746921271.0,530529789.0,
2011,mission: impossibleâghost protocol,145000000.0,209397903.0,694713230.0,485315327.0,
2014,how to train your dragon 2,145000000.0,177002924.0,614586270.0,437583346.0,
1999,tarzan,145000000.0,171091819.0,448191819.0,277100000.0,
2014,mr. peabody & sherman,145000000.0,111506430.0,269806430.0,158300000.0,
2012,rise of the guardians,145000000.0,103412758.0,306900902.0,203488144.0,
2005,sahara,145000000.0,68671925.0,121671925.0,53000000.0,
2016,ghostbusters,144000000.0,128350574.0,229008658.0,100658084.0,
2002,die another day,142000000.0,160942139.0,431942139.0,271000000.0,
2003,pirates of the caribbean: the curse of the black pearl,140000000.0,305411224.0,634954103.0,329542879.0,
2009,star trek,140000000.0,257730019.0,386839614.0,129109595.0,
1998,armageddon,140000000.0,201578182.0,554600000.0,353021818.0,
2002,men in black 2,140000000.0,190418803.0,441767803.0,251349000.0,
2011,captain america: the first avenger,140000000.0,176654505.0,370569776.0,193915271.0,
2016,kung fu panda 3,140000000.0,143528619.0,517599142.0,374070523.0,
1998,lethal weapon 4,140000000.0,130444603.0,285400000.0,154955397.0,
2013,g.i. joe: retaliation,140000000.0,122523060.0,375740705.0,253217645.0,
2003,the last samurai,140000000.0,111110575.0,456810575.0,345700000.0,
2005,fun with dick and jane,140000000.0,110550000.0,203018919.0,92468919.0,
2014,exodus: gods and kings,140000000.0,65014513.0,268314513.0,203300000.0,
2016,the bfg,140000000.0,55483770.0,199646680.0,144162910.0,
2016,gods of egypt,140000000.0,31153464.0,138836756.0,107683292.0,
2002,spider-man,139000000.0,403706375.0,821706375.0,418000000.0,
2009,watchmen,138000000.0,107509799.0,186976250.0,79466451.0,
2005,stealth,138000000.0,32116746.0,76416746.0,44300000.0,
2008,the incredible hulk,137500000.0,134806913.0,265573859.0,130766946.0,
2003,hulk,137000000.0,132177234.0,245075434.0,112898200.0,
2001,final fantasy: the spirits within,137000000.0,32131830.0,85131830.0,53000000.0,
2012,"the twilight saga: breaking dawn, part 2",136200000.0,292324737.0,829724737.0,537400000.0,
2013,the croods,135000000.0,187168425.0,573068425.0,385900000.0,
2015,the revenant,135000000.0,183637894.0,532938302.0,349300408.0,
1999,the world is not enough,135000000.0,126930660.0,361730660.0,234800000.0,
2011,rango,135000000.0,123477607.0,245724600.0,122246993.0,
2003,master and commander: the far side of the world,135000000.0,93926386.0,212912137.0,118985751.0,
2013,turbo,135000000.0,83028130.0,286896578.0,203868448.0,
2016,teenage mutant ninja turtles: out of the shadows,135000000.0,82051601.0,245328374.0,163276773.0,
2011,happy feet two,135000000.0,64006466.0,157956466.0,93950000.0,
2006,miami vice,135000000.0,63478838.0,163818556.0,100339718.0,
2018,the nutcracker and the four realms,132900000.0,54858851.0,170293899.0,115435048.0,
2005,war of the worlds,132000000.0,234280354.0,606836535.0,372556181.0,
2014,penguins of madagascar,132000000.0,83350911.0,366942531.0,283591620.0,
2013,the hunger games: catching fire,130000000.0,424668047.0,864868047.0,440200000.0,
2004,harry potter and the prisoner of azkaban,130000000.0,249757726.0,796907323.0,547149597.0,
2007,the bourne ultimatum,130000000.0,227471070.0,444043396.0,216572326.0,
2018,ant-man and the wasp,130000000.0,216648740.0,623144660.0,406495920.0,
2008,kung fu panda,130000000.0,215434591.0,631910531.0,416475940.0,
2015,ant-man,130000000.0,180202163.0,518858449.0,338656286.0,
2015,home,130000000.0,177397510.0,385997896.0,208600386.0,
2018,mary poppins returns,130000000.0,171958438.0,341528518.0,169570080.0,
2011,puss in boots,130000000.0,149260504.0,554987477.0,405726973.0,
2010,megamind,130000000.0,148415853.0,321887208.0,173471355.0,
2003,bad boys ii,130000000.0,138540870.0,273271982.0,134731112.0,
2014,rio 2,130000000.0,131538435.0,492846291.0,361307856.0,
2010,salt,130000000.0,118311368.0,290650494.0,172339126.0,
2014,noah,130000000.0,101200044.0,352831065.0,251631021.0,
2011,the adventures of tintin,130000000.0,77591831.0,373993951.0,296402120.0,
2013,after earth,130000000.0,60522097.0,251499665.0,190977568.0,
2008,australia,130000000.0,49554002.0,215080810.0,165526808.0,
2013,r.i.p.d.,130000000.0,33618855.0,79076678.0,45457823.0,
2019,how to train your dragon: the hidden world,129000000.0,160791800.0,519258283.0,358466483.0,
2011,"the twilight saga: breaking dawn, part 1",127500000.0,281287133.0,689420051.0,408132918.0,
2000,dinosaur,127500000.0,137748063.0,356148063.0,218400000.0,
2017,logan,127000000.0,226277068.0,615461394.0,389184326.0,
2014,night at the museum: secret of the tomb,127000000.0,113746621.0,353756621.0,240010000.0,
2011,harry potter and the deathly hallows: part ii,125000000.0,381193157.0,1341693157.0,960500000.0,
2014,the hunger games: mockingjay - part 1,125000000.0,337135885.0,766575131.0,429439246.0,
2001,harry potter and the sorcererâs stone,125000000.0,317871467.0,975047606.0,657176139.0,
2010,harry potter and the deathly hallows: part i,125000000.0,296131568.0,960431568.0,664300000.0,
2006,the da vinci code,125000000.0,217536138.0,767820459.0,550284321.0,
2003,x-men 2,125000000.0,214949694.0,406875536.0,191925842.0,
2011,fast five,125000000.0,210031325.0,630163454.0,420132129.0,
2014,teenage mutant ninja turtles,125000000.0,191204754.0,485004754.0,293800000.0,
2011,sherlock holmes: a game of shadows,125000000.0,186848418.0,535663443.0,348815025.0,
2004,the day after tomorrow,125000000.0,186740799.0,556319450.0,369578651.0,
2017,the boss baby,125000000.0,175003033.0,510878762.0,335875729.0,
2010,clash of the titans,125000000.0,163214888.0,493214888.0,330000000.0,
2016,trolls,125000000.0,153707064.0,344150134.0,190443070.0,
1998,godzilla,125000000.0,136314294.0,376000000.0,239685706.0,
2012,prometheus,125000000.0,126477084.0,402448265.0,275971181.0,
2012,the bourne legacy,125000000.0,113203870.0,280355920.0,167152050.0,
1997,batman & robin,125000000.0,107325195.0,238317814.0,130992619.0,
2018,skyscraper,125000000.0,68420120.0,304115534.0,235695414.0,
2012,total recall,125000000.0,58877969.0,211856088.0,152978119.0,
2016,assassinâs creed,125000000.0,54647948.0,240759682.0,186111734.0,
2017,monster trucks,125000000.0,33370166.0,61642798.0,28272632.0,
1999,the 13th warrior,125000000.0,32698899.0,61698899.0,29000000.0,
2000,how the grinch stole christmas,123000000.0,260044825.0,345141403.0,85096578.0,
2000,mission: impossible 2,120000000.0,215409889.0,549588516.0,334178627.0,
2000,the perfect storm,120000000.0,182618434.0,328711434.0,146093000.0,
2016,jason bourne,120000000.0,162192920.0,416168316.0,253975396.0,
2007,fantastic four: rise of the silver surfer,120000000.0,131921738.0,289480691.0,157558953.0,
2012,life of pi,120000000.0,124987022.0,620912003.0,495924981.0,
2007,ghost rider,120000000.0,115802596.0,229545589.0,113742993.0,
2018,rampage,120000000.0,101028233.0,428056280.0,327028047.0,
2003,charlie's angels: full throttle,120000000.0,100814328.0,227200000.0,126385672.0,
2013,elysium,120000000.0,93050117.0,286192091.0,193141974.0,
2013,oblivion,120000000.0,89107235.0,287916633.0,198809398.0,
2017,power rangers,120000000.0,85364450.0,142531552.0,57167102.0,
2002,stuart little 2,120000000.0,64956806.0,166000000.0,101043194.0,
2014,robocop,120000000.0,58607007.0,242981799.0,184374792.0,
2004,the chronicles of riddick,120000000.0,57712751.0,107212751.0,49500000.0,
2015,fantastic four,120000000.0,56117548.0,167849187.0,111731639.0,
2008,speed racer,120000000.0,43945766.0,93394462.0,49448696.0,
2005,the island,120000000.0,35818913.0,163018913.0,127200000.0,
2010,how do you know?,120000000.0,30212620.0,49628177.0,19415557.0,
2010,knight and day,117000000.0,76423035.0,258751370.0,182328335.0,
2018,venom,116000000.0,213511408.0,853628605.0,640117197.0,
1999,star wars ep. i: the phantom menace,115000000.0,474544677.0,1027044677.0,552500000.0,
2005,star wars ep. iii: revenge of the sith,115000000.0,380270577.0,848998877.0,468728300.0,
2002,star wars ep. ii: attack of the clones,115000000.0,310676740.0,656695615.0,346018875.0,
2001,"monsters, inc.",115000000.0,289423425.0,559757719.0,270334294.0,
2013,the wolverine,115000000.0,132556852.0,416456852.0,283900000.0,
1997,dante's peak,115000000.0,67163857.0,178200000.0,111036143.0,
2016,the huntsman: winterâs war,115000000.0,48003015.0,165149302.0,117146287.0,
2002,windtalkers,115000000.0,40914068.0,77628265.0,36714197.0,
2008,astã©rix aux jeux olympiques,113500000.0,999811.0,132999811.0,132000000.0,
2010,gulliver's travels,112000000.0,42779261.0,232017848.0,189238587.0,
2017,ferdinand,111000000.0,84410380.0,289847930.0,205437550.0,
2018,deadpool 2,110000000.0,324591735.0,786680557.0,462088822.0,
2013,gravity,110000000.0,274092705.0,693698673.0,419605968.0,
2006,night at the museum,110000000.0,250863268.0,579446407.0,328583139.0,
2005,mr. and mrs. smith,110000000.0,186336279.0,486124090.0,299787811.0,
2015,san andreas,110000000.0,155190832.0,456258539.0,301067707.0,
2011,the smurfs,110000000.0,142614158.0,563749323.0,421135165.0,
2007,live free or die hard,110000000.0,134529403.0,382288147.0,247758744.0,
2015,the divergent series: insurgent,110000000.0,130179072.0,295075882.0,164896810.0,
2004,ocean's twelve,110000000.0,125531634.0,362989076.0,237457442.0,
1997,tomorrow never dies,110000000.0,125304276.0,339504276.0,214200000.0,
2000,the patriot,110000000.0,113330342.0,215300000.0,101969658.0,
2014,300: rise of an empire,110000000.0,106580051.0,330780051.0,224200000.0,
2004,the aviator,110000000.0,102608827.0,208370892.0,105762065.0,
2016,passengers,110000000.0,100014699.0,302239672.0,202224973.0,
2011,the green hornet,110000000.0,98780042.0,229155503.0,130375461.0,
2016,miss peregrineâs home for peculiar children,110000000.0,87242834.0,295986876.0,208744042.0,
2011,real steel,110000000.0,85463309.0,263880341.0,178417032.0,
2010,the a-team,110000000.0,77222099.0,177241171.0,100019072.0,
2013,the smurfs 2,110000000.0,71017784.0,348547523.0,277529739.0,
2016,the divergent series: allegiant,110000000.0,66184051.0,172022517.0,105838466.0,
2009,the taking of pelham 123,110000000.0,65452312.0,152364370.0,86912058.0,
2013,ender's game,110000000.0,61737191.0,127983283.0,66246092.0,
2004,home on the range,110000000.0,50026353.0,76482461.0,26456108.0,
1997,speed 2: cruise control,110000000.0,48097081.0,150468000.0,102370919.0,
2005,kingdom of heaven,110000000.0,47398413.0,218853353.0,171454940.0,
2017,ghost in the shell,110000000.0,40563557.0,167910690.0,127347133.0,
2004,around the world in 80 days,110000000.0,24004159.0,72004159.0,48000000.0,
2019,men in black: international,110000000.0,3100000.0,,,
2001,the lord of the rings: the fellowship of the ring,109000000.0,315544750.0,887210985.0,571666235.0,
2003,the cat in the hat,109000000.0,101018283.0,133818283.0,32800000.0,
2001,ali,109000000.0,58183966.0,87683966.0,29500000.0,
2015,the martian,108000000.0,228433663.0,655271443.0,426837780.0,
2016,allied,106000000.0,40098064.0,119266661.0,79168597.0,
2004,"i, robot",105000000.0,144801023.0,348629585.0,203828562.0,
1999,stuart little,105000000.0,140015224.0,298815224.0,158800000.0,
2009,the princess and the frog,105000000.0,104400899.0,270997378.0,166596479.0,
2008,"10,000 b.c.",105000000.0,94784201.0,269065678.0,174281477.0,
2016,ice age: collision course,105000000.0,64063008.0,402156682.0,338093674.0,
2001,town & country,105000000.0,6712451.0,10364769.0,3652318.0,
2017,kingsman: the golden circle,104000000.0,100234838.0,408803696.0,308568858.0,
2000,gone in 60 seconds,103300000.0,101643008.0,232643008.0,131000000.0,
2000,gladiator,103000000.0,187683805.0,457683805.0,270000000.0,
2013,the hangover 3,103000000.0,112200072.0,362000072.0,249800000.0,
2018,a wrinkle in time,103000000.0,100478608.0,133401882.0,32923274.0,
2009,public enemies,102500000.0,97104620.0,212282709.0,115178089.0,
2006,casino royale,102000000.0,167365000.0,594420283.0,427055283.0,
2002,minority report,102000000.0,132024714.0,358824714.0,226800000.0,
2018,bumblebee,102000000.0,127195589.0,465195589.0,338000000.0,
2012,cloud atlas,102000000.0,27108272.0,130673154.0,103564882.0,
2002,harry potter and the chamber of secrets,100000000.0,262233381.0,879225135.0,616991754.0,
1991,terminator 2: judgment day,100000000.0,203464105.0,515419827.0,311955722.0,
1995,batman forever,100000000.0,184031112.0,336529144.0,152498032.0,
2001,planet of the apes,100000000.0,180011740.0,362211740.0,182200000.0,
2004,national treasure,100000000.0,173005002.0,331323410.0,158318408.0,
2012,django unchained,100000000.0,162805434.0,449948323.0,287142889.0,
2010,little fockers,100000000.0,148438600.0,310650574.0,162211974.0,
1994,true lies,100000000.0,146282411.0,365300000.0,219017589.0,
2007,american gangster,100000000.0,130164645.0,267985456.0,137820811.0,
2009,cloudy with a chance of meatballs,100000000.0,124870275.0,236827677.0,111957402.0,
2010,the other guys,100000000.0,119219978.0,170936470.0,51716492.0,
2004,lemony snicket's a series of unfortunate events,100000000.0,118627117.0,212956024.0,94328907.0,
2013,the wolf of wall street,100000000.0,116900694.0,389870414.0,272969720.0,
2013,epic,100000000.0,107518682.0,262794441.0,155275759.0,
1996,eraser,100000000.0,101295562.0,234400000.0,133104438.0,
1996,the hunchback of notre dame,100000000.0,100138851.0,325500000.0,225361149.0,
2000,the emperor's new groove,100000000.0,89296573.0,169296573.0,80000000.0,
2012,the expendables 2,100000000.0,85028192.0,311979256.0,226951064.0,
2009,where the wild things are,100000000.0,77233467.0,99123656.0,21890189.0,
2006,eragon,100000000.0,75030163.0,249488115.0,174457952.0,
2014,hercules,100000000.0,72688614.0,243388614.0,170700000.0,
2010,the tourist,100000000.0,67631157.0,278731369.0,211100212.0,
1999,end of days,100000000.0,66889043.0,212026975.0,145137932.0,
