Name,Year,Languages,Countries,Genres,Budget,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
a dog's journey,2019,,,"adventure, comedy, drama, family, fantasy",16000000,22782371,0.2888558301579721,56088708,0.7111441698420279,78871079
a dog's purpose,2017,,,"adventure, comedy, drama, family, fantasy",22000000,64508620,0.3146212223533489,140527199,0.6853787776466511,205035819
a dog's way home,2019,,,"adventure, drama, family",18000000,42004346,0.5204474929379485,38703788,0.4795525070620515,80708134
a ghost story,2017,,,"drama, fantasy, mystery, romance",100000,1596371,0.8179458446889172,355312,0.1820541553110828,1951683
a haunted house,2013,,,"comedy, fantasy, horror",2500000,40041683,0.6655910885288037,20117901,0.33440891147119634,60159584
a haunted house 2,2014,,,"comedy, fantasy, horror",4000000,17329487,0.6833739656466059,8029230,0.31662603435339415,25358717
a hologram for the king,2016,,,"comedy, drama, romance",35000000,4212494,0.4594024520620356,4957013,0.5405975479379644,9169507
a madea family funeral,2019,,,"comedy, drama",20000000,73257045,0.9800571856869222,1490680,0.019942814313077754,74747725
a million ways to die in the west,2014,,,"comedy, western",40000000,43139300,0.4947343765417694,44057592,0.5052656234582306,87196892
a most violent year,2014,,,"crime, drama, thriller",20000000,5749134,0.47881239969451334,6257936,0.5211876003054867,12007070
a most wanted man,2014,,,"crime, drama, thriller",15000000,17237855,0.4757433566275115,18995662,0.5242566433724886,36233517
a quiet place,2018,,,"drama, horror, sci-fi",17000000,188024361,0.5514891576276522,152915000,0.44851084237234784,340939361
a series of unfortunate events,2004,,,"adventure, comedy, family, fantasy",140000000,118634549,0.5610041101444858,92833686,0.43899588985551424,211468235
a simple favor,2018,,,"comedy, crime, mystery, thriller",20000000,53548586,0.5484028474401206,44096031,0.4515971525598795,97644617
a star is born,2012,,,musical,36000000,215288866,0.4933417939219375,221100000,0.5066582060780624,436388866
a star is born,2018,,,"drama, music, romance",36000000,215333122,0.49339317101601654,221100000,0.5066068289839835,436433122
a street cat named bob,2016,,,"biography, drama, family",8000000,82703,0.0051518581243444,15970340,0.9948481418756556,16053043
a very harold & kumar christmas,2011,,,"adventure, comedy",19000000,35061031,0.9687301125708101,1131744,0.031269887429189944,36192775
a walk among the tombstones,2014,,,"action, crime, drama, mystery, thriller",28000000,26307600,0.42160627509936055,36090902,0.5783937249006394,62398502
a walk in the woods,2015,,,"adventure, biography, comedy, drama",8000000,29504281,0.7875941699153104,7956993,0.21240583008468958,37461274
abcd (any body can dance),2013,,,"drama, music",1900000,222098,0.029182189690408474,7388640,0.9708178103095916,7610738
abduction,1975,,united states of america,"thriller, crime fiction, drama",35000000,28087155,0.32415103210437024,58561204,0.6758489678956298,86648359
abominable,2019,,,"adventure, animation, comedy, family, fantasy",75000000,61270390,0.321959293800578,129034382,0.678040706199422,190304772
about time,2013,,,"comedy, drama, fantasy, romance, sci-fi",12000000,15323921,0.17158282433189564,73985257,0.8284171756681044,89309178
accidental love,2015,,,"comedy, romance",26000000,24487,0.5,24487,0.5,48974
acrimony,2018,,,"drama, horror, romance, thriller",20000000,43549096,0.9339720590936281,3078740,0.06602794090637189,46627836
action point,2018,,,comedy,19000000,5059608,0.9913679645384109,44055,0.008632035461589058,5103663
ad astra,2019,,,"adventure, drama, mystery, sci-fi, thriller",49800000,50188370,0.393752023350167,77273502,0.606247976649833,127461872
adaptation.,2002,,,"comedy, drama",19000000,22498520,0.6859059583021619,10302653,0.31409404169783806,32801173
addicted,2014,,,"drama, romance, thriller",5000000,17390770,0.9918135377295056,143544,0.0081864622704943,17534314
admission,2013,,,"comedy, drama, romance",13000000,18007317,0.9662028649044457,629884,0.03379713509555431,18637201
adrift,2018,,,"action, adventure, biography, drama, romance, thriller",35000000,31445012,0.5245642790095696,28500000,0.47543572099043035,59945012
after,2019,,,"drama, romance",14000000,12138565,0.1746616756636457,57359022,0.8253383243363543,69497587
ain't them bodies saints,2013,,,"crime, drama, romance, western",5000000,396519,0.38450588270659775,634724,0.6154941172934022,1031243
air strike,2018,,,"action, adventure, drama, war",65000000,532377,0.5,532377,0.5,1064754
aladdin,2019,,,"adventure, comedy, family, fantasy, musical, romance",183000000,355559216,0.33724543964549125,698744784,0.6627545603545087,1054304000
alex cross,2012,,,"action, crime, mystery, thriller",35000000,25888412,0.7307586900625033,9538347,0.2692413099374967,35426759
"alexander and the terrible, horrible, no good, very bad day",2014,,,"comedy, drama, family, fantasy",28000000,66954149,0.6604322340519124,34425138,0.3395677659480876,101379287
alice in wonderland,1903,,united kingdom,"short film, silent film",200000000,334191110,0.3258839659760678,691300000,0.6741160340239322,1025491110
alice in wonderland,1931,,united states of america,fantasy,200000000,334191110,0.3258839659760678,691300000,0.6741160340239322,1025491110
alice in wonderland,1950,,united states of america,"drama, family film, fantasy, musical",200000000,334191110,0.3258839659760678,691300000,0.6741160340239322,1025491110
alice in wonderland,1983,english,,"family film, adventure, musical",200000000,334191110,0.3258839659760678,691300000,0.6741160340239322,1025491110
alice through the looking glass,1987,,"italy, australia","family film, fantasy, animation",170000000,77042381,0.2572727221361749,222415643,0.7427272778638251,299458024
alice through the looking glass,2016,,,"adventure, family, fantasy, mystery",170000000,77041381,0.25695809468161046,222779417,0.7430419053183895,299820798
alien resurrection,1997,,,"action, horror, sci-fi",75000000,47795658,0.2961756244043843,113580411,0.7038243755956157,161376069
alien vs. predator,2004,,,"action, adventure, horror, sci-fi, thriller",60000000,80282231,0.4524801201439983,97144859,0.5475198798560017,177427090
alien: covenant,2017,,,"horror, sci-fi, thriller",97000000,74262031,0.3082796608533269,166629732,0.6917203391466731,240891763
alita: battle angel,2019,,,"action, adventure, sci-fi, thriller",170000000,85838210,0.21195638033405473,319142333,0.7880436196659453,404980543
all eyez on me,2017,,,"biography, drama, music",45000000,44922302,0.806958014358446,10746396,0.1930419856415539,55668698
all is lost,2013,,,"adventure, drama",8500000,6263670,0.45963392162579264,7363849,0.5403660783742074,13627519
all saints,2017,,,drama,2000000,5802208,0.9759854290363591,142766,0.024014570963640885,5944974
allied,2016,,,"action, drama, romance, thriller, war",106000000,40098064,0.33549243878575896,79421959,0.664507561214241,119520023
almost christmas,2016,,,"comedy, drama, romance",17000000,42158780,0.9899424710782732,428321,0.010057528921726792,42587101
aloha,2015,,,"comedy, drama, romance",37000000,21067116,0.8025561885286182,5182904,0.19744381147138174,26250020
alpha,2018,,,"adventure, drama",51000000,35857181,0.35990101442151223,63773494,0.6400989855784878,99630675
alvin and the chipmunks: the road chip,2015,,,"adventure, comedy, family, fantasy, music, musical",90000000,85886987,0.3442116486398277,163630969,0.6557883513601722,249517956
american assassin,2017,,,"action, thriller",63000000,36249674,0.5306631489849091,32060466,0.4693368510150909,68310140
american hero,2015,,,"action, comedy, drama, sci-fi",1000000,51824,0.5,51824,0.5,103648
american honey,2016,,,"adventure, drama, romance",3500000,663246,0.2295821251281185,2225681,0.7704178748718815,2888927
american hustle,2013,,,"crime, drama",40000000,150117807,0.5976698133162692,101054000,0.4023301866837308,251171807
american made,2017,,,"action, comedy, crime, drama",50000000,51342000,0.37871430572304277,84227212,0.6212856942769572,135569212
american sniper,2014,,,"action, biography, drama, war",58000000,350126372,0.639352649729586,197500000,0.36064735027041395,547626372
american ultra,2015,,,"action, comedy",28000000,14440985,0.4766626502985804,15855043,0.5233373497014197,30296028
amour,2012,,,drama,8900000,6739492,0.2271932373566198,22924648,0.7728067626433802,29664140
amã©lie,2001,,,"comedy, romance",10000000,33712444,0.19260968673531434,141317403,0.8073903132646857,175029847
an american haunting,2005,,,"drama, horror, mystery, thriller",14000000,16298046,0.5503839861337937,13314091,0.44961601386620625,29612137
an inconvenient sequel: truth to power,2017,,,documentary,1000000,3496795,0.6435117077413274,1937131,0.3564882922586726,5433926
anchorman 2: the legend continues,2013,,,comedy,50000000,127352707,0.7333914735997783,46296308,0.26660852640022176,173649015
and so it goes,2014,,,"comedy, drama, romance",18000000,15160801,0.5989478985130877,10151586,0.40105210148691234,25312387
angel has fallen,2019,,,"action, thriller",40000000,69030436,0.470677113537069,77631541,0.529322886462931,146661977
angels & demons,2009,,,"mystery, thriller",150000000,133375846,0.27170993864709325,357500000,0.7282900613529067,490875846
anna karenina,2012,,united kingdom,drama,49000000,12816367,0.18050044823135258,58188260,0.8194995517686474,71004627
annabelle,2014,,,"horror, mystery, thriller",6500000,84273813,0.3278528684997449,172773848,0.6721471315002551,257047661
annabelle comes home,2019,,,"horror, mystery, thriller",30000000,74152591,0.32065626023623667,157100000,0.6793437397637634,231252591
annabelle: creation,2017,,,"horror, mystery, thriller",15000000,102092201,0.3329902087104949,204500000,0.6670097912895051,306592201
annihilation,2018,,,"adventure, drama, horror, mystery, sci-fi, thriller",55000000,32732301,0.7599629819798349,10338614,0.2400370180201651,43070915
anomalisa,2015,,,"animation, comedy, drama, romance",8000000,3759286,0.6642686020816053,1900000,0.3357313979183946,5659286
ant-man,2015,,,"action, comedy, sci-fi",130000000,180202163,0.3470017545234106,339109802,0.6529982454765894,519311965
ant-man and the wasp,2018,,,"action, adventure, comedy, sci-fi",130000000,216648740,0.3479327732285988,406025399,0.6520672267714012,622674139
arctic dogs,2019,,,"adventure, animation, comedy, family",50000000,5801249,0.5553989816558662,4643943,0.44460101834413385,10445192
are we there yet?,2005,,,"adventure, comedy, family, fantasy, romance",20000000,82674398,0.842632051698062,15440073,0.15736794830193804,98114471
around the world in 80 days,1956,,,"adventure, comedy, family, romance",6000000,42000000,0.9997726945366635,9549,0.00022730546333644286,42009549
arrival,2016,,,"drama, mystery, sci-fi",47000000,100546139,0.49435584719753584,102842047,0.5056441528024641,203388186
"as above, so below",2014,,,"horror, mystery, thriller",5000000,21321100,0.5085794379776318,20601751,0.49142056202236817,41922851
assassin's creed,2016,,,"action, adventure, sci-fi",125000000,54647948,0.22680395684465426,186300000,0.7731960431553457,240947948
atomic blonde,2017,,,"action, thriller",30000000,51687870,0.5168062179279356,48326155,0.48319378207206437,100014025
august: osage county,2013,,united states of america,"comedy film, drama",25000000,37738810,0.5086851426379111,36450127,0.4913148573620889,74188937
austin powers in goldmember,2002,,,"action, adventure, comedy, crime",63000000,213307889,0.7183564030084435,83630912,0.2816435969915565,296938801
avengers: age of ultron,2015,,,"action, adventure, sci-fi",330600000,459005868,0.32715702060336516,944008095,0.6728429793966348,1403013963
avengers: endgame,2019,,,"action, adventure, drama, sci-fi",356000000,858373000,-0.5739597570248686,1941066100,-1.2979134095844223,-1495528196
avengers: infinity war,2018,,,"action, adventure, sci-fi",300000000,678815482,0.3313946589091205,1369544272,0.6686053410908794,2048359754
baahubali 2: the conclusion,2017,,,"action, drama",30000000,20186659,0.07626131775020863,244517120,0.9237386822497914,264703779
baahubali: the beginning,2015,,,"action, drama",40000000,6738000,0.27448222134901373,17810038,0.7255177786509863,24548038
baby driver,2017,,,"action, crime, drama, music",34000000,107825862,0.47270444424331803,120278323,0.527295555756682,228104185
bachelorette,2012,,united states of america,comedy,3000000,447954,0.03693377004305947,11680621,0.9630662299569406,12128575
backstabbing for beginners,2018,,,"drama, history, mystery, romance, thriller",8000000,367000,0.5,367000,0.5,734000
bad boys for life,2020,,,"action, comedy, crime, thriller",90000000,206305244,0.4837109200936343,220200000,0.5162890799063657,426505244
bad moms,2016,,,comedy,20000000,113257297,0.615742711785835,70678777,0.3842572882141651,183936074
bad santa 2,2016,,,"comedy, crime, drama, mystery",26000000,17782178,0.7384849904905747,6297090,0.2615150095094253,24079268
bad times at the el royale,2018,,,"crime, drama, mystery, thriller",32000000,17839115,0.5595229253309724,14043609,0.44047707466902764,31882724
baggage claim,2013,,,"comedy, romance",8500000,21569509,0.9430903092707057,1301587,0.056909690729294304,22871096
bajrangi bhaijaan,2015,,,"action, adventure, comedy, drama",13000000,8178001,0.06715480380104026,113600346,0.9328451961989598,121778347
barbecue,2014,,,comedy,10000000,14454364,0.5,14454364,0.5,28908728
barbershop: the next cut,2016,,,"comedy, drama",20000000,54030051,0.9712385667235861,1600000,0.028761433276413857,55630051
batman v superman: dawn of justice,2016,,,"action, adventure, sci-fi",250000000,330360194,0.37783077988566344,544000000,0.6221692201143365,874360194
battle los angeles,2011,,,"action, adventure, sci-fi",70000000,83552429,0.3944513446113144,128266925,0.6055486553886856,211819354
battle of the sexes,2017,,,"biography, comedy, drama, history, sport",25000000,12638526,0.6795415377076358,5960081,0.32045846229236413,18598607
battle of the year,2013,,,"drama, music",20000000,8888355,0.5370776973798024,7661122,0.4629223026201976,16549477
baywatch,2017,,,"action, comedy, crime",60000000,58060186,0.32644353207599075,119796565,0.6735564679240093,177856751
beautiful creatures,2013,,,"drama, fantasy, romance",60000000,19452138,0.323920823601651,40600000,0.676079176398349,60052138
beauty and the beast,2017,,,"adventure, family, fantasy, musical, romance",160000000,504481165,0.39844783522530486,761634799,0.6015521647746952,1266115964
before i fall,2017,,,"drama, fantasy, mystery",5000000,12241122,0.7476022580648904,4132721,0.25239774193510955,16373843
before i go to sleep,2014,,,"drama, mystery, thriller",22000000,3242457,0.18350300535784947,14427319,0.8164969946421505,17669776
bella,2006,,,"drama, romance",3300000,8070537,0.6679085739520078,4012759,0.3320914260479922,12083296
ben is back,2018,,,drama,13000000,3703184,0.36541439268441805,6431020,0.634585607315582,10134204
better luck tomorrow,2002,,,"crime, drama, romance",250000,3802390,0.998205409707904,6836,0.0017945902920960845,3809226
big eyes,2014,,,"biography, crime, drama, romance",10000000,14482031,0.495058586137309,14771135,0.504941413862691,29253166
big hero 6,2014,,,"action, adventure, animation, comedy, crime, family, sci-fi",165000000,222527828,0.33827670178769026,435300000,0.6617232982123098,657827828
birdman or (the unexpected virtue of ignorance),2014,,,"comedy, drama",18000000,42340598,0.41021711417518064,60874496,0.5897828858248194,103215094
birds of prey,2020,,,"action, comedy, crime",84500000,84172791,0.40985366459766326,121200000,0.5901463354023367,205372791
black & white,1999,,,"crime, drama, music",12000000,5277299,0.9523350556922932,264132,0.0476649443077068,5541431
black and blue,2019,,,"action, thriller",12000000,22055313,0.9698453823240701,685748,0.030154617675929897,22741061
black mass,2015,,,"biography, crime, drama",53000000,62575678,0.6259090135902854,37400000,0.37409098640971455,99975678
black nativity,2013,,,"drama, family, music, musical",17500000,7018189,0.941509903497163,435996,0.058490096502837,7454185
black or white,2014,,,drama,9000000,21571189,0.9879647157110754,262778,0.012035284288924683,21833967
black panther,2018,,,"action, adventure, sci-fi",200000000,700059566,0.5192325576350425,648198658,0.48076744236495755,1348258224
blackhat,2015,,,"action, crime, thriller",70000000,8005980,0.4073863616414302,11646077,0.5926136383585698,19652057
blackkklansman,2018,,,"biography, comedy, crime, drama",15000000,49275340,0.5275685847008008,44125483,0.47243141529919924,93400823
blade runner 2049,2017,,,"action, drama, mystery, sci-fi, thriller",185000000,92054159,0.3549316740549782,167303249,0.6450683259450218,259357408
blair witch,2016,,,"horror, mystery, thriller",10000000,20777061,0.4599426686035693,24396093,0.5400573313964308,45173154
bleed for this,2016,,,"biography, drama, sport",16000000,5083906,0.7589415763914049,1614773,0.24105842360859506,6698679
blended,2014,,,"comedy, romance",45000000,46294610,0.36169187124364066,81700000,0.6383081287563593,127994610
blockers,2018,,,"comedy, drama",21000000,60311495,0.6413024047297703,33733833,0.3586975952702297,94045328
bloodshot,2020,,,"action, adventure, sci-fi",45000000,12561824,0.315139781076888,27299294,0.684860218923112,39861118
blue jasmine,2013,,,"comedy, drama, romance",18000000,33405481,0.32459743331615615,69508090,0.6754025666838439,102913571
boat trip,2002,,,comedy,20000000,8600126,0.5725671263536604,6420167,0.42743287364633964,15020293
bobby jones: stroke of genius,2004,,,"biography, drama, romance, sport",17000000,2694071,0.9948883143586962,13842,0.005111685641303838,2707913
bohemian rhapsody,2018,,,"biography, drama, music",55000000,216428042,0.23950288546929155,687227217,0.7604971145307085,903655259
bombshell,2019,,,"biography, drama",32000000,31762808,0.5172725587032094,29641586,0.48272744129679057,61404394
bone tomahawk,2015,,,"drama, horror, western",2000000,382579,0.5,382579,0.5,765158
boo 2! a madea halloween,2017,,,"comedy, drama, horror, mystery",25000000,47319572,0.979013501322425,1014360,0.020986498677575,48333932
boo! a madea halloween,2016,,,"comedy, drama, horror, mystery",20000000,73206343,0.9783367828744529,1621001,0.021663217125547047,74827344
book club,2018,,,"comedy, drama, romance",10000000,68566296,0.6565251400187065,35871892,0.34347485998129346,104438188
booksmart,2019,,,comedy,6000000,22680962,0.9087066955821861,2278645,0.09129330441781396,24959607
borat,2006,,,comedy,18000000,128505958,0.48944788431639946,134046935,0.5105521156836006,262552893
boyhood,2014,,,drama,4000000,25352281,0.5266620321807874,22785385,0.4733379678192125,48137666
brahms: the boy ii,2020,,,"drama, horror, mystery, thriller",10000000,12611536,0.6209050856616654,7700000,0.37909491433833464,20311536
breaking in,2018,,,"action, thriller",6000000,46840590,0.9110895552406246,4571030,0.08891044475937541,51411620
breakthrough,2019,,,"biography, drama",14000000,40713082,0.8070889117074302,9731276,0.1929110882925698,50444358
brick mansions,2014,,,"action, crime, thriller",28000000,20396829,0.27780562470601144,53024395,0.7221943752939886,73421224
bride & prejudice,2004,,,"comedy, drama, musical, romance",7000000,6605592,0.26725499303297723,18110848,0.7327450069670227,24716440
bridge of spies,2015,,,"drama, history, thriller, war",40000000,72313754,0.4369982833041094,93164594,0.5630017166958906,165478348
bridget jones's baby,2016,,,"comedy, drama, romance",35000000,24300000,0.11462264150943396,187700000,0.8853773584905661,212000000
brightburn,2019,,,"drama, horror, mystery, sci-fi",7000000,17300439,0.5207108853563983,15924215,0.4792891146436017,33224654
broken city,2013,,united states of america,"crime fiction, thriller, drama",35000000,19701164,0.5671488941868917,15036035,0.4328511058131083,34737199
broken horses,2015,,,"action, crime, drama, mystery, thriller",15000000,30288,0.5,30288,0.5,60576
brooklyn,2015,,,"drama, romance",11000000,38322743,0.6173506017392415,23753398,0.3826493982607585,62076141
brown sugar,1922,english,,romance film,8000000,27363891,0.9663601911129329,952560,0.0336398088870671,28316451
bumblebee,2018,,,"action, adventure, sci-fi",102000000,127195589,0.2717914602576303,340794056,0.7282085397423698,467989645
burnt,2015,,,"comedy, drama",20000000,13651946,0.37124402864997114,23121564,0.6287559713500289,36773510
by the sea,2015,,,"drama, romance",10000000,538460,0.16146080558884798,2796467,0.838539194411152,3334927
camp x-ray,2014,,,"drama, war",1000000,13302,0.16706018285943935,66322,0.8329398171405606,79624
camping sauvage,2004,,,"comedy, crime",4600000,3894585,0.9971763715452606,11028,0.002823628454739371,3905613
can you ever forgive me?,2018,,,"biography, comedy, crime, drama",10000000,8803865,0.707583272712835,3638296,0.292416727287165,12442161
captain america: civil war,2016,,,"action, sci-fi",250000000,408084349,0.35384172434862754,745211944,0.6461582756513724,1153296293
captain america: the winter soldier,2014,,,"action, adventure, sci-fi, thriller",170000000,259766572,0.3636040781376089,454654931,0.6363959218623911,714421503
captain marvel,2019,,,"action, adventure, sci-fi",175000000,426829839,0.3783030882811692,701444955,0.6216969117188308,1128274794
captain phillips,2013,,,"action, biography, crime, drama, thriller",55000000,107136417,0.4855531328551519,113511767,0.5144468671448481,220648184
captain underpants: the first epic movie,2017,,,"action, adventure, animation, comedy, family, sci-fi",38000000,73921000,0.5839962203820867,52656874,0.4160037796179133,126577874
captive state,2019,,,"action, horror, sci-fi, thriller",25000000,5958315,0.6764193582847511,2850296,0.32358064171524886,8808611
carol,1990,,,fantasy,11800000,12711491,0.2966957594358316,30132030,0.7033042405641684,42843521
cars 3,2017,,,"adventure, animation, comedy, family, sport",175000000,152901115,0.3982519046356121,231029541,0.6017480953643879,383930656
catch me if you can,1989,,united states of america,"action, drama, comedy",52000000,164615351,0.4628956786509155,191005491,0.5371043213490845,355620842
cats,2019,,,"comedy, drama, family, fantasy, musical",95000000,27166770,0.35954415709328846,48392155,0.6404558429067115,75558925
central intelligence,2016,,,"action, comedy, crime",50000000,127440871,0.5867583757355522,89753934,0.41324162426444777,217194805
chappie,2015,,,"action, crime, drama, sci-fi, thriller",49000000,31569268,0.3006538081501947,73432788,0.6993461918498053,105002056
charlie's angels,2019,,,"action, adventure, comedy",48000000,17803077,0.24294629107511737,55476811,0.7570537089248827,73279888
chiamatemi francesco - il papa della gente,2015,,,biography,15000000,3911568,0.5,3911568,0.5,7823136
child 44,2015,,,"crime, drama, history, mystery, thriller",50000000,1224330,0.09453487825313277,11726763,0.9054651217468672,12951093
chips,2008,english,,"musical, ""childrens/family""",25000000,18600152,0.6940315860895118,8200000,0.3059684139104883,26800152
chips,2017,,,"action, comedy, crime",25000000,18600152,0.6940315860895118,8200000,0.3059684139104883,26800152
christopher robin,2018,,,"adventure, comedy, drama, family, fantasy, musical",75000000,99215042,0.5017338217409844,98529335,0.4982661782590157,197744377
chronicle,2012,,,"science fiction, action, drama",12000000,64575175,0.5099270786906833,62060922,0.49007292130931673,126636097
churchill,2017,,,"biography, drama, history, war",10000000,1281258,0.19053962716182124,5443107,0.8094603728381787,6724365
chéri,2009,,,"comedy, drama, romance",23000000,2715657,0.2898790402724439,6652585,0.7101209597275562,9368242
"cinco de mayo, la batalla",2013,,,"drama, history, war",10000000,173472,0.06206840290648664,2621380,0.9379315970935134,2794852
cinderella,1899,,france,"short film, drama",95000000,201151353,0.3708875286976559,341200000,0.6291124713023442,542351353
cinderella,2015,,,"adventure, drama, family, fantasy, romance",95000000,201151353,0.37088275684659855,341206978,0.6291172431534015,542358331
cirque du soleil: worlds away,2012,,,fantasy,25000000,12512862,0.36637557450493297,21640239,0.633624425495067,34153101
clerks,1994,,,comedy,27000,3151130,0.9996098161377508,1230,0.0003901838622492355,3152360
close range,2015,,,"action, crime, thriller",3000000,248978,0.5,248978,0.5,497956
cloudy with a chance of meatballs 2,2013,,,"adventure, animation, comedy, family, fantasy, sci-fi",78000000,119793567,0.4365771730276929,154599082,0.5634228269723072,274392649
coco before chanel,2009,,,"biography, drama",23000000,6113834,0.12032042865306695,44699100,0.8796795713469331,50812934
cold pursuit,2019,,,"action, comedy, crime, drama, thriller",60000000,32138862,0.42055698817668286,44280893,0.5794430118233171,76419755
collateral beauty,2016,,,"drama, romance",36000000,31016021,0.3500046678918251,57600000,0.6499953321081748,88616021
columbus,2017,,,drama,700000,1017107,0.9295295174540333,77110,0.07047048254596666,1094217
compliance,2012,,,"crime, drama, history, thriller",270000,319285,0.5392271109039445,272831,0.4607728890960555,592116
concussion,2015,,,"biography, drama, sport",35000000,34542474,0.6857144116285023,15831958,0.31428558837149767,50374432
contagion,2011,,"united states of america, united arab emirates","thriller, action/adventure, disaster, action, science fiction",60000000,75658097,0.5500343165779671,61893497,0.4499656834220329,137551594
conversations with other women,2005,,,"comedy, drama, romance",450000,379418,0.38605270173196554,603396,0.6139472982680344,982814
cop car,2015,,,"crime, thriller",5000000,134552,0.9366133455846525,9106,0.06338665441534756,143658
countdown,2019,,,"horror, thriller",6500000,25621766,0.5335448513076341,22400000,0.4664551486923659,48021766
crawl,2019,,,"action, adventure, horror, thriller",17000000,39014193,0.4261885436161682,52527904,0.5738114563838318,91542097
crazy rich asians,2018,,,"comedy, drama, romance",30000000,174532921,0.730162691690489,64500000,0.2698373083095111,239032921
creed,2015,,,"action, drama, sport",37000000,109767581,0.6302411755951298,64400000,0.3697588244048702,174167581
creed ii,2018,,,"drama, sport",50000000,115715889,0.5401835015142131,98500000,0.45981649848578693,214215889
criminal activities,2015,,,"crime, drama, thriller",7000000,171494,0.5,171494,0.5,342988
crimson peak,2015,,,"drama, horror, mystery, romance, thriller",55000000,31090320,0.4147208845125074,43876534,0.5852791154874927,74966854
cursed,2005,,,"comedy, horror, mystery",38000000,19297522,0.6514652321698245,10324200,0.34853476783017545,29621722
daddy's home 2,2017,,,comedy,69000000,104029443,0.5759273863231699,76600000,0.4240726136768301,180629443
dallas buyers club,2013,,,"biography, drama",5000000,27298285,0.45037871722928086,33313560,0.5496212827707192,60611845
dangal,2016,,,"action, biography, drama, sport",9500000,12391761,0.04079946217949267,291331875,0.9592005378205073,303723636
danny collins,2015,,,"comedy, drama, music",10000000,5637066,0.5202284068516887,5198686,0.47977159314831125,10835752
dark skies,2013,,,"horror, sci-fi, thriller",3500000,17418667,0.6252639312877837,10439436,0.3747360687122163,27858103
darkest hour,2017,,,"drama, war",30000000,56468410,0.37434176689794463,94378797,0.6256582331020554,150847207
dave chappelle's block party,2005,,,"comedy, documentary, music",3000000,11718595,0.9723422583813174,333329,0.027657741618682626,12051924
dawn of the planet of the apes,2014,,,"action, adventure, drama, sci-fi, thriller",170000000,208545589,0.29345976734028806,502098977,0.7065402326597119,710644566
dead man down,2013,,,"action, adventure, crime, drama, mystery, thriller",30000000,10895295,0.6027979468798623,7179244,0.3972020531201377,18074539
deadpool 2,2018,,,"action, adventure, comedy, sci-fi",110000000,324591735,0.41260932676133244,462088822,0.5873906732386676,786680557
